# #1(p) 2(cnum) 3(comp1) 4(comp2) 5(avg_csizes) 6(avg_fcsizes) 7(P)
1.259437751004016150e-02 1.234399999999999942e+01 2.377220000000000084e+02 1.695999999999999952e+00 2.261494240000002662e+02 5.789599999999988506e-02 2.382680800000001398e+02
1.262650602409638549e-02 1.224799999999999933e+01 2.378259999999999934e+02 1.693999999999999950e+00 2.263460960000001876e+02 5.741599999999989073e-02 2.383690160000001583e+02
1.265863453815261122e-02 1.212800000000000011e+01 2.379619999999999891e+02 1.685999999999999943e+00 2.266040320000002453e+02 5.671199999999985281e-02 2.384958640000000685e+02
1.269076305220883522e-02 1.203400000000000070e+01 2.380720000000000027e+02 1.679999999999999938e+00 2.268125440000002584e+02 5.612799999999987244e-02 2.385981839999999465e+02
1.272289156626506094e-02 1.193399999999999928e+01 2.381980000000000075e+02 1.661999999999999922e+00 2.270518880000003605e+02 5.528799999999987891e-02 2.387334720000000914e+02
1.275502008032128494e-02 1.182399999999999984e+01 2.383139999999999930e+02 1.659999999999999920e+00 2.272724800000002574e+02 5.477599999999988728e-02 2.388630480000000205e+02
1.278714859437751067e-02 1.172799999999999976e+01 2.384120000000000061e+02 1.655999999999999917e+00 2.274586880000003077e+02 5.439999999999987901e-02 2.389659519999998452e+02
1.281927710843373466e-02 1.164400000000000013e+01 2.385080000000000098e+02 1.651999999999999913e+00 2.276410560000002761e+02 5.391999999999985693e-02 2.390718559999999115e+02
1.285140562248996039e-02 1.155599999999999916e+01 2.386080000000000041e+02 1.647999999999999909e+00 2.278312960000002647e+02 5.342399999999986743e-02 2.391837920000000963e+02
1.288353413654618439e-02 1.147799999999999976e+01 2.386980000000000075e+02 1.639999999999999902e+00 2.280018400000002430e+02 5.295199999999987417e-02 2.392640160000000549e+02
1.291566265060241012e-02 1.138000000000000078e+01 2.388079999999999927e+02 1.629999999999999893e+00 2.282108640000002140e+02 5.241599999999987936e-02 2.393724639999999226e+02
1.294779116465863411e-02 1.130799999999999983e+01 2.388859999999999957e+02 1.629999999999999893e+00 2.283591840000001980e+02 5.205599999999987321e-02 2.394605440000001124e+02
1.297991967871485984e-02 1.122000000000000064e+01 2.389840000000000089e+02 1.625999999999999890e+00 2.285458880000001898e+02 5.155199999999984795e-02 2.395536479999999244e+02
1.301204819277108383e-02 1.114000000000000057e+01 2.390780000000000030e+02 1.625999999999999890e+00 2.287249280000001477e+02 5.101599999999983925e-02 2.396512080000000253e+02
1.304417670682730956e-02 1.104199999999999982e+01 2.391939999999999884e+02 1.610000000000000098e+00 2.289467040000002100e+02 5.039199999999983276e-02 2.397745200000001660e+02
1.307630522088353356e-02 1.095199999999999996e+01 2.393079999999999927e+02 1.596000000000000085e+00 2.291634240000001910e+02 4.966399999999981246e-02 2.398849679999999864e+02
1.310843373493975929e-02 1.088000000000000078e+01 2.393880000000000052e+02 1.590000000000000080e+00 2.293156640000001971e+02 4.926399999999982182e-02 2.399572559999999442e+02
1.314056224899598328e-02 1.078400000000000070e+01 2.394960000000000093e+02 1.584000000000000075e+00 2.295220320000002800e+02 4.881599999999983175e-02 2.400681999999999618e+02
1.317269076305220901e-02 1.068599999999999994e+01 2.396020000000000039e+02 1.580000000000000071e+00 2.297244960000002152e+02 4.829599999999986681e-02 2.401661920000001373e+02
1.320481927710843301e-02 1.060399999999999920e+01 2.396879999999999882e+02 1.578000000000000069e+00 2.298884800000002144e+02 4.791999999999988630e-02 2.402590079999999375e+02
1.323694779116465874e-02 1.054400000000000048e+01 2.397620000000000005e+02 1.566000000000000059e+00 2.300300160000001881e+02 4.744799999999988610e-02 2.403304559999999412e+02
1.326907630522088273e-02 1.046799999999999997e+01 2.398540000000000134e+02 1.554000000000000048e+00 2.302059360000002073e+02 4.691999999999985765e-02 2.404129760000000147e+02
1.330120481927710846e-02 1.040199999999999925e+01 2.399259999999999877e+02 1.552000000000000046e+00 2.303436000000002366e+02 4.658399999999984775e-02 2.404841679999999826e+02
1.333333333333333419e-02 1.031600000000000072e+01 2.400240000000000009e+02 1.548000000000000043e+00 2.305307680000003074e+02 4.606399999999982037e-02 2.405918799999998612e+02
1.336546184738955818e-02 1.025600000000000023e+01 2.400879999999999939e+02 1.546000000000000041e+00 2.306530400000003738e+02 4.579199999999981896e-02 2.406495120000000156e+02
1.339759036144578391e-02 1.019999999999999929e+01 2.401459999999999866e+02 1.544000000000000039e+00 2.307641280000004542e+02 4.554399999999981380e-02 2.407051280000000304e+02
1.342971887550200791e-02 1.012800000000000011e+01 2.402199999999999989e+02 1.540000000000000036e+00 2.309056640000004563e+02 4.523199999999980014e-02 2.407865839999999196e+02
1.346184738955823364e-02 1.006000000000000050e+01 2.402959999999999923e+02 1.536000000000000032e+00 2.310504960000004075e+02 4.484799999999979081e-02 2.408711280000000272e+02
1.349397590361445763e-02 9.987999999999999545e+00 2.403820000000000050e+02 1.528000000000000025e+00 2.312153120000005515e+02 4.437599999999976980e-02 2.409706319999997959e+02
1.352610441767068336e-02 9.903999999999999915e+00 2.404900000000000091e+02 1.504000000000000004e+00 2.314212800000005359e+02 4.355999999999980027e-02 2.410835119999998994e+02
1.355823293172690736e-02 9.827999999999999403e+00 2.405800000000000125e+02 1.491999999999999993e+00 2.315936000000005492e+02 4.303999999999980064e-02 2.411623199999999656e+02
1.359036144578313308e-02 9.753999999999999559e+00 2.406740000000000066e+02 1.479999999999999982e+00 2.317737920000006113e+02 4.240799999999982778e-02 2.412388320000000022e+02
1.362248995983935708e-02 9.694000000000000838e+00 2.407460000000000093e+02 1.469999999999999973e+00 2.319123200000006193e+02 4.202399999999983926e-02 2.413260959999998647e+02
1.365461847389558281e-02 9.631999999999999673e+00 2.408120000000000118e+02 1.467999999999999972e+00 2.320390240000005235e+02 4.172799999999984855e-02 2.413899759999998764e+02
1.368674698795180680e-02 9.580000000000000071e+00 2.408720000000000141e+02 1.465999999999999970e+00 2.321540000000004795e+02 4.142399999999983595e-02 2.414411280000001341e+02
1.371887550200803253e-02 9.518000000000000682e+00 2.409480000000000075e+02 1.453999999999999959e+00 2.322999040000004527e+02 4.099199999999982025e-02 2.415203520000000026e+02
1.375100401606425653e-02 9.448000000000000398e+00 2.410200000000000102e+02 1.453999999999999959e+00 2.324380480000004638e+02 4.068799999999984235e-02 2.415874080000001243e+02
1.378313253012048226e-02 9.369999999999999218e+00 2.410960000000000036e+02 1.455999999999999961e+00 2.325840640000004669e+02 4.041599999999985482e-02 2.416679600000001358e+02
1.381526104417670625e-02 9.300000000000000711e+00 2.411740000000000066e+02 1.449999999999999956e+00 2.327334560000004728e+02 4.003999999999986736e-02 2.417416160000000787e+02
1.384738955823293198e-02 9.233999999999999986e+00 2.412460000000000093e+02 1.445999999999999952e+00 2.328721120000005271e+02 3.970399999999987134e-02 2.418112319999999613e+02
1.387951807228915597e-02 9.166000000000000369e+00 2.413340000000000032e+02 1.427999999999999936e+00 2.330409600000004673e+02 3.915999999999984771e-02 2.418866400000001420e+02
1.391164658634538170e-02 9.105999999999999872e+00 2.413940000000000055e+02 1.427999999999999936e+00 2.331559040000003904e+02 3.891999999999982973e-02 2.419447200000000180e+02
1.394377510040160570e-02 9.029999999999999361e+00 2.414840000000000089e+02 1.417999999999999927e+00 2.333287360000003332e+02 3.843199999999982741e-02 2.420389759999999058e+02
1.397590361445783143e-02 8.938000000000000611e+00 2.415800000000000125e+02 1.415999999999999925e+00 2.335137280000003557e+02 3.801599999999982771e-02 2.421304079999999885e+02
1.400803212851405542e-02 8.881999999999999673e+00 2.416419999999999959e+02 1.411999999999999922e+00 2.336331680000004098e+02 3.771999999999981618e-02 2.421961840000001303e+02
1.404016064257028115e-02 8.800000000000000711e+00 2.417299999999999898e+02 1.405999999999999917e+00 2.338025920000004589e+02 3.731999999999982554e-02 2.422746079999999722e+02
1.407228915662650688e-02 8.733999999999999986e+00 2.417980000000000018e+02 1.405999999999999917e+00 2.339337760000004778e+02 3.703199999999983588e-02 2.423628239999999323e+02
1.410441767068273088e-02 8.679999999999999716e+00 2.418660000000000139e+02 1.391999999999999904e+00 2.340647680000005266e+02 3.659999999999983405e-02 2.424257680000000903e+02
1.413654618473895661e-02 8.605999999999999872e+00 2.419519999999999982e+02 1.379999999999999893e+00 2.342307360000005758e+02 3.614399999999983598e-02 2.425057520000000295e+02
1.416867469879518060e-02 8.550000000000000711e+00 2.420279999999999916e+02 1.360000000000000098e+00 2.343769920000005698e+02 3.561599999999984917e-02 2.425906560000000525e+02
1.420080321285140633e-02 8.492000000000000881e+00 2.420920000000000130e+02 1.356000000000000094e+00 2.345005440000005876e+02 3.531199999999986433e-02 2.426531599999999003e+02
1.423293172690763032e-02 8.429999999999999716e+00 2.421699999999999875e+02 1.344000000000000083e+00 2.346508000000006007e+02 3.485599999999985932e-02 2.427228479999999422e+02
1.426506024096385605e-02 8.375999999999999446e+00 2.422400000000000091e+02 1.330000000000000071e+00 2.347852640000005806e+02 3.441599999999986337e-02 2.427805280000000039e+02
1.429718875502008005e-02 8.316000000000000725e+00 2.423040000000000020e+02 1.326000000000000068e+00 2.349089120000005551e+02 3.411199999999986465e-02 2.428426800000000867e+02
1.432931726907630578e-02 8.256000000000000227e+00 2.423720000000000141e+02 1.322000000000000064e+00 2.350397920000006309e+02 3.377599999999985475e-02 2.429047039999999811e+02
1.436144578313252977e-02 8.217999999999999972e+00 2.424199999999999875e+02 1.314000000000000057e+00 2.351319840000006423e+02 3.348799999999985816e-02 2.429617279999999937e+02
1.439357429718875550e-02 8.167999999999999261e+00 2.424720000000000084e+02 1.312000000000000055e+00 2.352324960000006513e+02 3.327999999999985137e-02 2.430101840000001516e+02
1.442570281124497950e-02 8.089999999999999858e+00 2.425519999999999925e+02 1.310000000000000053e+00 2.353866080000006775e+02 3.294399999999986228e-02 2.430863119999999924e+02
1.445783132530120522e-02 8.025999999999999801e+00 2.426200000000000045e+02 1.306000000000000050e+00 2.355178560000006769e+02 3.263999999999987744e-02 2.431603200000000413e+02
1.448995983935742922e-02 7.956000000000000405e+00 2.426899999999999977e+02 1.306000000000000050e+00 2.356532320000006848e+02 3.237599999999987710e-02 2.432322239999998033e+02
1.452208835341365495e-02 7.895999999999999908e+00 2.427580000000000098e+02 1.300000000000000044e+00 2.357844160000007605e+02 3.203999999999987414e-02 2.432992159999999728e+02
1.455421686746987894e-02 7.831999999999999851e+00 2.428300000000000125e+02 1.292000000000000037e+00 2.359235520000008250e+02 3.168799999999986905e-02 2.433742159999999615e+02
1.458634538152610467e-02 7.774000000000000021e+00 2.428859999999999957e+02 1.294000000000000039e+00 2.360317440000007707e+02 3.149599999999986438e-02 2.434328240000000676e+02
1.461847389558232867e-02 7.724000000000000199e+00 2.429420000000000073e+02 1.288000000000000034e+00 2.361404640000007760e+02 3.122399999999986991e-02 2.435026719999998193e+02
1.465060240963855440e-02 7.639999999999999680e+00 2.430339999999999918e+02 1.282000000000000028e+00 2.363187520000007567e+02 3.080799999999985980e-02 2.435949279999999817e+02
1.468273092369477839e-02 7.567999999999999616e+00 2.431100000000000136e+02 1.278000000000000025e+00 2.364658080000007203e+02 3.047199999999986725e-02 2.436700079999999389e+02
1.471485943775100412e-02 7.516000000000000014e+00 2.431639999999999873e+02 1.278000000000000025e+00 2.365706880000007004e+02 3.023999999999987115e-02 2.437208079999999768e+02
1.474698795180722811e-02 7.448000000000000398e+00 2.432379999999999995e+02 1.270000000000000018e+00 2.367145120000006955e+02 2.987999999999986153e-02 2.438041040000000805e+02
1.477911646586345384e-02 7.410000000000000142e+00 2.432760000000000105e+02 1.270000000000000018e+00 2.367881760000007318e+02 2.972799999999986564e-02 2.438379599999998106e+02
1.481124497991967957e-02 7.349999999999999645e+00 2.433400000000000034e+02 1.270000000000000018e+00 2.369121440000007226e+02 2.943999999999987599e-02 2.439055920000000413e+02
1.484337349397590357e-02 7.301999999999999602e+00 2.433880000000000052e+02 1.270000000000000018e+00 2.370051040000008129e+02 2.926399999999986651e-02 2.439389520000000857e+02
1.487550200803212930e-02 7.248000000000000220e+00 2.434459999999999980e+02 1.266000000000000014e+00 2.371176800000007745e+02 2.899999999999987310e-02 2.439969280000001106e+02
1.490763052208835329e-02 7.193999999999999950e+00 2.435039999999999907e+02 1.262000000000000011e+00 2.372300960000006853e+02 2.873599999999987276e-02 2.440492400000000828e+02
1.493975903614457902e-02 7.139999999999999680e+00 2.435639999999999930e+02 1.256000000000000005e+00 2.373467040000006705e+02 2.844799999999987269e-02 2.441088799999999992e+02
1.497188755020080302e-02 7.089999999999999858e+00 2.436220000000000141e+02 1.254000000000000004e+00 2.374591840000006755e+02 2.813599999999987639e-02 2.441704959999999289e+02
1.500401606425702875e-02 7.035999999999999588e+00 2.436839999999999975e+02 1.247999999999999998e+00 2.375792640000007339e+02 2.782399999999987661e-02 2.442138479999997571e+02
1.503614457831325274e-02 6.988000000000000433e+00 2.437400000000000091e+02 1.241999999999999993e+00 2.376875680000007378e+02 2.748799999999985977e-02 2.442608560000000466e+02
1.506827309236947847e-02 6.942000000000000171e+00 2.437880000000000109e+02 1.241999999999999993e+00 2.377805600000006621e+02 2.727999999999986686e-02 2.443191520000002299e+02
1.510040160642570246e-02 6.884000000000000341e+00 2.438520000000000039e+02 1.237999999999999989e+00 2.379052480000007108e+02 2.697599999999986120e-02 2.444021680000000174e+02
1.513253012048192819e-02 6.838000000000000078e+00 2.438959999999999866e+02 1.239999999999999991e+00 2.379908480000007103e+02 2.681599999999986078e-02 2.444447599999999454e+02
1.516465863453815219e-02 6.814000000000000057e+00 2.439219999999999970e+02 1.237999999999999989e+00 2.380416480000006914e+02 2.669599999999986220e-02 2.444756559999999865e+02
1.519678714859437792e-02 6.741999999999999993e+00 2.439979999999999905e+02 1.235999999999999988e+00 2.381894880000006935e+02 2.634399999999986058e-02 2.445484800000000121e+02
1.522891566265060191e-02 6.692000000000000171e+00 2.440540000000000020e+02 1.227999999999999980e+00 2.382981120000006854e+02 2.607199999999986265e-02 2.446019519999999829e+02
1.526104417670682764e-02 6.645999999999999908e+00 2.440980000000000132e+02 1.229999999999999982e+00 2.383837440000007462e+02 2.591199999999985876e-02 2.446379599999998504e+02
1.529317269076305164e-02 6.591999999999999638e+00 2.441579999999999870e+02 1.223999999999999977e+00 2.385004640000007043e+02 2.562399999999985176e-02 2.446978000000000009e+02
1.532530120481927736e-02 6.527999999999999581e+00 2.442259999999999991e+02 1.219999999999999973e+00 2.386324160000006316e+02 2.531999999999984957e-02 2.447572639999999922e+02
1.535742971887550136e-02 6.472000000000000419e+00 2.442940000000000111e+02 1.209999999999999964e+00 2.387645760000006021e+02 2.493599999999986452e-02 2.448220160000000476e+02
1.538955823293172709e-02 6.442000000000000171e+00 2.443300000000000125e+02 1.205999999999999961e+00 2.388342880000006119e+02 2.472799999999986467e-02 2.448577440000000820e+02
1.542168674698795108e-02 6.386000000000000121e+00 2.443919999999999959e+02 1.201999999999999957e+00 2.389547840000005579e+02 2.443199999999986702e-02 2.449215599999999711e+02
1.545381526104417681e-02 6.344000000000000306e+00 2.444420000000000073e+02 1.191999999999999948e+00 2.390520160000006058e+02 2.410399999999987206e-02 2.449565440000000081e+02
1.548594377510040081e-02 6.306000000000000050e+00 2.444859999999999900e+02 1.185999999999999943e+00 2.391378880000006291e+02 2.387999999999987702e-02 2.450071519999999339e+02
1.551807228915662654e-02 6.258000000000000007e+00 2.445360000000000014e+02 1.183999999999999941e+00 2.392353440000005094e+02 2.366399999999987611e-02 2.450607680000001665e+02
1.555020080321285227e-02 6.214000000000000412e+00 2.445819999999999936e+02 1.181999999999999940e+00 2.393251360000004695e+02 2.346399999999987732e-02 2.451044719999999586e+02
1.558232931726907626e-02 6.174000000000000377e+00 2.446320000000000050e+02 1.173999999999999932e+00 2.394225920000004635e+02 2.316799999999987272e-02 2.451473519999998700e+02
1.561445783132530199e-02 6.121999999999999886e+00 2.446819999999999879e+02 1.175999999999999934e+00 2.395202720000005172e+02 2.298399999999986218e-02 2.451890960000000916e+02
1.564658634538152598e-02 6.081999999999999851e+00 2.447220000000000084e+02 1.175999999999999934e+00 2.395984960000005799e+02 2.282399999999985829e-02 2.452226320000000612e+02
1.567871485943774998e-02 6.022000000000000242e+00 2.447860000000000014e+02 1.171999999999999931e+00 2.397232960000005733e+02 2.253599999999986170e-02 2.452829840000000274e+02
1.571084337349397744e-02 5.966000000000000192e+00 2.448520000000000039e+02 1.161999999999999922e+00 2.398522240000006036e+02 2.219199999999986461e-02 2.453535520000000929e+02
1.574297188755020144e-02 5.929999999999999716e+00 2.448899999999999864e+02 1.159999999999999920e+00 2.399265760000006082e+02 2.202399999999987354e-02 2.453869200000000035e+02
1.577510040160642543e-02 5.887999999999999901e+00 2.449339999999999975e+02 1.159999999999999920e+00 2.400123680000006345e+02 2.183199999999987234e-02 2.454211520000000348e+02
1.580722891566264943e-02 5.846000000000000085e+00 2.449840000000000089e+02 1.151999999999999913e+00 2.401096640000005777e+02 2.155199999999988375e-02 2.454654879999999935e+02
1.583935742971887689e-02 5.798000000000000043e+00 2.450399999999999920e+02 1.145999999999999908e+00 2.402188640000005364e+02 2.124799999999988503e-02 2.455115279999999416e+02
1.587148594377510089e-02 5.774000000000000021e+00 2.450660000000000025e+02 1.143999999999999906e+00 2.402696640000005459e+02 2.112799999999988299e-02 2.455362800000001471e+02
1.590361445783132488e-02 5.722000000000000419e+00 2.451239999999999952e+02 1.137999999999999901e+00 2.403827360000005058e+02 2.083199999999988186e-02 2.455809680000001549e+02
1.593574297188754887e-02 5.693999999999999950e+00 2.451519999999999868e+02 1.137999999999999901e+00 2.404372960000004298e+02 2.071999999999988087e-02 2.456102239999999597e+02
1.596787148594377634e-02 5.666000000000000369e+00 2.451800000000000068e+02 1.137999999999999901e+00 2.404921600000004958e+02 2.060799999999987989e-02 2.456418399999998599e+02
1.600000000000000033e-02 5.623999999999999666e+00 2.452239999999999895e+02 1.135999999999999899e+00 2.405783360000004620e+02 2.041599999999988216e-02 2.456895040000000563e+02
1.603212851405622433e-02 5.580000000000000071e+00 2.452719999999999914e+02 1.131999999999999895e+00 2.406722880000004352e+02 2.017599999999987459e-02 2.457379280000000108e+02
1.606425702811244832e-02 5.554000000000000270e+00 2.453060000000000116e+02 1.124000000000000110e+00 2.407388480000004449e+02 1.995999999999987368e-02 2.457718800000000385e+02
1.609638554216867579e-02 5.532000000000000028e+00 2.453240000000000123e+02 1.125999999999999890e+00 2.407740320000004033e+02 1.991999999999987531e-02 2.457896800000000326e+02
1.612851405622489978e-02 5.482000000000000206e+00 2.453760000000000048e+02 1.124000000000000110e+00 2.408756640000003983e+02 1.969599999999986986e-02 2.458406799999999919e+02
1.616064257028112378e-02 5.440000000000000391e+00 2.454300000000000068e+02 1.114000000000000101e+00 2.409810720000004665e+02 1.935199999999987278e-02 2.458882560000000126e+02
1.619277108433734777e-02 5.411999999999999922e+00 2.454579999999999984e+02 1.112000000000000099e+00 2.410360800000004815e+02 1.923999999999987873e-02 2.459142560000000515e+02
1.622489959839357523e-02 5.386000000000000121e+00 2.454859999999999900e+02 1.108000000000000096e+00 2.410909120000004862e+02 1.911199999999987909e-02 2.459399519999999768e+02
1.625702811244979923e-02 5.354000000000000092e+00 2.455180000000000007e+02 1.110000000000000098e+00 2.411534080000005247e+02 1.899999999999988157e-02 2.459779279999999062e+02
1.628915662650602322e-02 5.312000000000000277e+00 2.455620000000000118e+02 1.108000000000000096e+00 2.412391520000005301e+02 1.880799999999988037e-02 2.460230480000000455e+02
1.632128514056225069e-02 5.280000000000000249e+00 2.455939999999999941e+02 1.108000000000000096e+00 2.413018080000005057e+02 1.867999999999987379e-02 2.460569520000000239e+02
1.635341365461847468e-02 5.253999999999999559e+00 2.456220000000000141e+02 1.106000000000000094e+00 2.413565920000005462e+02 1.855199999999987762e-02 2.460923839999999245e+02
1.638554216867469868e-02 5.219999999999999751e+00 2.456599999999999966e+02 1.102000000000000091e+00 2.414308960000005015e+02 1.836799999999987748e-02 2.461368319999999983e+02
1.641767068273092267e-02 5.187999999999999723e+00 2.456899999999999977e+02 1.102000000000000091e+00 2.414896000000005074e+02 1.826399999999987755e-02 2.461692479999998682e+02
1.644979919678715014e-02 5.161999999999999922e+00 2.457160000000000082e+02 1.102000000000000091e+00 2.415405920000004585e+02 1.815999999999987416e-02 2.461918080000000089e+02
1.648192771084337413e-02 5.134000000000000341e+00 2.457439999999999998e+02 1.102000000000000091e+00 2.415954560000004676e+02 1.804799999999987664e-02 2.462227440000000342e+02
1.651405622489959812e-02 5.113999999999999879e+00 2.457640000000000100e+02 1.102000000000000091e+00 2.416346880000004376e+02 1.796799999999988337e-02 2.462412720000000945e+02
1.654618473895582212e-02 5.078000000000000291e+00 2.458000000000000114e+02 1.102000000000000091e+00 2.417050400000004231e+02 1.782399999999988854e-02 2.462724160000000211e+02
1.657831325301204958e-02 5.033999999999999808e+00 2.458439999999999941e+02 1.102000000000000091e+00 2.417913120000003744e+02 1.764799999999989294e-02 2.463136639999999602e+02
1.661044176706827358e-02 4.998000000000000220e+00 2.458799999999999955e+02 1.102000000000000091e+00 2.418618400000003419e+02 1.750399999999989464e-02 2.463510560000000282e+02
1.664257028112449757e-02 4.966000000000000192e+00 2.459120000000000061e+02 1.102000000000000091e+00 2.419246720000003847e+02 1.737599999999989500e-02 2.463836239999999691e+02
1.667469879518072157e-02 4.929999999999999716e+00 2.459519999999999982e+02 1.098000000000000087e+00 2.420029760000004160e+02 1.718399999999990074e-02 2.464265200000000675e+02
1.670682730923694903e-02 4.902000000000000135e+00 2.459819999999999993e+02 1.096000000000000085e+00 2.420618240000003709e+02 1.704799999999989657e-02 2.464455360000000610e+02
1.673895582329317303e-02 4.879999999999999893e+00 2.460039999999999907e+02 1.094000000000000083e+00 2.421051200000003689e+02 1.695999999999989877e-02 2.464625759999999559e+02
1.677108433734939702e-02 4.838000000000000078e+00 2.460459999999999923e+02 1.092000000000000082e+00 2.421876160000003892e+02 1.679199999999988688e-02 2.465052159999999333e+02
1.680321285140562101e-02 4.812000000000000277e+00 2.460720000000000027e+02 1.092000000000000082e+00 2.422383520000004182e+02 1.668799999999989389e-02 2.465268079999998179e+02
1.683534136546184848e-02 4.777999999999999581e+00 2.461059999999999945e+02 1.092000000000000082e+00 2.423048480000004190e+02 1.655199999999989319e-02 2.465601599999999110e+02
1.686746987951807247e-02 4.766000000000000014e+00 2.461179999999999950e+02 1.092000000000000082e+00 2.423283360000004052e+02 1.650399999999989376e-02 2.465742159999999785e+02
1.689959839357429647e-02 4.730000000000000426e+00 2.461659999999999968e+02 1.080000000000000071e+00 2.424220960000003799e+02 1.618399999999989639e-02 2.466178159999999764e+02
1.693172690763052046e-02 4.703999999999999737e+00 2.461939999999999884e+02 1.078000000000000069e+00 2.424769440000003726e+02 1.605599999999988980e-02 2.466433359999999482e+02
1.696385542168674793e-02 4.668000000000000149e+00 2.462299999999999898e+02 1.078000000000000069e+00 2.425476160000003745e+02 1.591199999999989151e-02 2.466691680000000702e+02
1.699598393574297192e-02 4.628000000000000114e+00 2.462760000000000105e+02 1.070000000000000062e+00 2.426378560000003972e+02 1.567999999999989541e-02 2.467166880000000617e+02
1.702811244979919592e-02 4.597999999999999865e+00 2.463100000000000023e+02 1.060000000000000053e+00 2.427048480000003963e+02 1.551199999999989913e-02 2.467508640000000071e+02
1.706024096385542338e-02 4.557999999999999829e+00 2.463499999999999943e+02 1.056000000000000050e+00 2.427834720000004154e+02 1.535199999999989871e-02 2.467848240000000430e+02
1.709236947791164737e-02 4.543999999999999595e+00 2.463640000000000043e+02 1.056000000000000050e+00 2.428108960000003833e+02 1.529599999999989822e-02 2.467932239999999240e+02
1.712449799196787137e-02 4.511999999999999567e+00 2.463959999999999866e+02 1.054000000000000048e+00 2.428737120000002960e+02 1.516799999999989858e-02 2.468172800000001246e+02
1.715662650602409536e-02 4.472000000000000419e+00 2.464379999999999882e+02 1.052000000000000046e+00 2.429559360000003494e+02 1.498399999999990191e-02 2.468640399999999886e+02
1.718875502008032283e-02 4.451999999999999957e+00 2.464579999999999984e+02 1.050000000000000044e+00 2.429953760000003342e+02 1.490399999999990344e-02 2.468845040000000495e+02
1.722088353413654682e-02 4.416000000000000369e+00 2.464939999999999998e+02 1.050000000000000044e+00 2.430660800000003974e+02 1.475999999999990341e-02 2.469145359999999982e+02
1.725301204819277082e-02 4.389999999999999680e+00 2.465219999999999914e+02 1.046000000000000041e+00 2.431210080000004439e+02 1.463199999999990723e-02 2.469463200000000711e+02
1.728514056224899481e-02 4.368000000000000327e+00 2.465440000000000111e+02 1.046000000000000041e+00 2.431640800000003821e+02 1.454399999999990596e-02 2.469634959999999353e+02
1.731726907630522228e-02 4.357999999999999652e+00 2.465540000000000020e+02 1.046000000000000041e+00 2.431836160000004270e+02 1.450399999999990759e-02 2.469730160000000296e+02
1.734939759036144627e-02 4.325999999999999623e+00 2.465860000000000127e+02 1.046000000000000041e+00 2.432463840000004325e+02 1.437599999999990968e-02 2.470137439999999458e+02
1.738152610441767026e-02 4.299999999999999822e+00 2.466119999999999948e+02 1.046000000000000041e+00 2.432974560000004658e+02 1.427199999999991149e-02 2.470386880000000929e+02
1.741365461847389426e-02 4.282000000000000028e+00 2.466320000000000050e+02 1.042000000000000037e+00 2.433368480000005150e+02 1.417599999999991263e-02 2.470584640000000434e+02
1.744578313253012172e-02 4.251999999999999780e+00 2.466639999999999873e+02 1.038000000000000034e+00 2.433998880000004874e+02 1.403199999999991086e-02 2.470927119999999491e+02
1.747791164658634572e-02 4.233999999999999986e+00 2.466839999999999975e+02 1.036000000000000032e+00 2.434391840000005232e+02 1.393599999999991720e-02 2.471159760000001029e+02
1.751004016064256971e-02 4.206000000000000405e+00 2.467139999999999986e+02 1.034000000000000030e+00 2.434979360000004931e+02 1.379999999999991303e-02 2.471509280000000217e+02
1.754216867469879371e-02 4.176000000000000156e+00 2.467460000000000093e+02 1.032000000000000028e+00 2.435607680000005075e+02 1.365599999999991473e-02 2.471788479999999311e+02
1.757429718875502117e-02 4.137999999999999901e+00 2.467839999999999918e+02 1.028000000000000025e+00 2.436356960000005074e+02 1.350399999999991364e-02 2.472245519999999317e+02
1.760642570281124517e-02 4.107999999999999652e+00 2.468139999999999930e+02 1.024000000000000021e+00 2.436948480000005191e+02 1.338399999999991680e-02 2.472573920000000101e+02
1.763855421686746916e-02 4.083999999999999631e+00 2.468379999999999939e+02 1.024000000000000021e+00 2.437420640000004823e+02 1.328799999999991446e-02 2.472777999999999849e+02
1.767068273092369315e-02 4.048000000000000043e+00 2.468739999999999952e+02 1.024000000000000021e+00 2.438126400000005276e+02 1.314399999999991964e-02 2.473148240000000442e+02
1.770281124497992062e-02 4.011999999999999567e+00 2.469079999999999870e+02 1.022000000000000020e+00 2.438796480000005431e+02 1.302399999999992279e-02 2.473474879999999700e+02
1.773493975903614461e-02 3.994000000000000217e+00 2.469259999999999877e+02 1.022000000000000020e+00 2.439149920000005238e+02 1.295199999999992364e-02 2.473645359999999584e+02
1.776706827309236861e-02 3.979999999999999982e+00 2.469399999999999977e+02 1.022000000000000020e+00 2.439425920000005021e+02 1.289599999999992488e-02 2.473806480000000647e+02
1.779919678714859607e-02 3.962000000000000188e+00 2.469579999999999984e+02 1.022000000000000020e+00 2.439778720000005023e+02 1.282399999999992574e-02 2.474000319999999817e+02
1.783132530120482007e-02 3.942000000000000171e+00 2.469780000000000086e+02 1.020000000000000018e+00 2.440173280000005320e+02 1.274399999999992553e-02 2.474210479999999848e+02
1.786345381526104406e-02 3.914000000000000146e+00 2.470060000000000002e+02 1.018000000000000016e+00 2.440723840000005396e+02 1.263199999999992627e-02 2.474501759999999990e+02
1.789558232931726806e-02 3.882000000000000117e+00 2.470420000000000016e+02 1.012000000000000011e+00 2.441433440000005248e+02 1.245599999999993067e-02 2.474905279999999834e+02
