# [ 0.          0.00160643  0.00321285  0.00481928  0.0064257   0.00803213
#   0.00963855  0.01124498  0.01285141  0.01445783  0.01606426]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.690000000000007052e-01 4.477839999999991827e-01 2.996240000000006121e-01 2.000799999999997858e-01 1.334880000000001066e-01 8.935199999999984821e-02 5.925599999999991985e-02 3.935999999999986038e-02 2.682399999999989654e-02 1.768799999999988784e-02
0.000000000000000000e+00 1.830399999999997585e-01 1.633119999999998184e-01 1.078879999999996231e-01 6.411199999999973864e-02 3.625599999999980921e-02 1.886399999999993984e-02 9.776000000000006906e-03 4.928000000000003558e-03 2.304000000000001793e-03 9.920000000000006937e-04
0.000000000000000000e+00 7.199999999999992517e-02 8.812799999999987310e-02 5.803199999999977127e-02 2.975999999999984560e-02 1.437599999999991662e-02 6.048000000000004761e-03 2.016000000000001298e-03 1.008000000000000432e-03 3.600000000000000769e-04 9.600000000000000243e-05
0.000000000000000000e+00 3.439999999999997227e-02 5.638399999999970519e-02 3.801599999999990404e-02 1.734400000000001218e-02 6.560000000000005063e-03 2.144000000000001373e-03 7.040000000000004154e-04 2.239999999999999966e-04 3.199999999999999855e-05 0.000000000000000000e+00
0.000000000000000000e+00 1.855999999999987868e-02 3.991999999999973348e-02 2.979999999999985091e-02 1.243999999999994763e-02 3.760000000000002490e-03 9.200000000000002447e-04 1.600000000000000131e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.648000000000007265e-03 3.009599999999981734e-02 2.174399999999991964e-02 7.056000000000004976e-03 2.112000000000001029e-03 2.399999999999999790e-04 0.000000000000000000e+00 4.800000000000000122e-05 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.816000000000003438e-03 2.228799999999996062e-02 1.679999999999995039e-02 5.768000000000004027e-03 8.400000000000002517e-04 1.680000000000000178e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.328000000000002397e-03 1.875200000000001171e-02 1.331200000000000959e-02 5.056000000000003200e-03 8.320000000000002741e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.656000000000000354e-03 1.691999999999993856e-02 1.108799999999998155e-02 2.736000000000001018e-03 2.159999999999999648e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.680000000000000287e-03 1.456000000000001043e-02 9.840000000000006727e-03 1.600000000000000294e-03 8.000000000000000654e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.143999999999999835e-03 1.223199999999997033e-02 8.888000000000000067e-03 1.760000000000000496e-03 1.759999999999999954e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.840000000000000097e-04 1.113600000000000874e-02 9.696000000000006697e-03 1.440000000000000091e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.039999999999999936e-04 8.112000000000002889e-03 5.824000000000003653e-03 1.352000000000000337e-03 1.039999999999999936e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.119999999999999983e-04 7.392000000000005337e-03 6.048000000000004761e-03 8.959999999999999866e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.960000000000004378e-03 6.360000000000004539e-03 5.999999999999999474e-04 1.199999999999999895e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.279999999999999942e-04 5.632000000000004190e-03 5.120000000000003888e-03 7.680000000000000195e-04 1.279999999999999942e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 4.352000000000002568e-03 3.400000000000001545e-03 2.719999999999999979e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.168000000000000677e-03 5.472000000000002036e-03 5.759999999999999062e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.016000000000001360e-03 3.952000000000001519e-03 7.600000000000000418e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.840000000000001398e-03 6.240000000000002489e-03 1.600000000000000131e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.192000000000000826e-03 4.368000000000001222e-03 0.000000000000000000e+00 1.680000000000000178e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.639999999999999986e-03 3.168000000000000243e-03 3.519999999999999908e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.312000000000000707e-03 3.128000000000000572e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.303999999999999625e-03 3.840000000000001398e-03 1.920000000000000049e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.800000000000000405e-03 2.199999999999999699e-03 2.000000000000000096e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
