# #1(p) 2(cnum) 3(comp1) 4(comp2) 5(avg_csizes) 6(avg_fcsizes) 7(P)
2.158333333333333215e-01 3.674060000000000059e+02 1.300200000000000067e+01 1.027200000000000024e+01 2.975148799999998595e+00 2.688931199999998967e+00 5.240073599999997001e+00
2.166666666666666741e-01 3.664159999999999968e+02 1.309600000000000009e+01 1.031799999999999962e+01 2.993267199999998684e+00 2.702809599999999701e+00 5.277702399999999017e+00
2.174999999999999989e-01 3.654440000000000168e+02 1.316799999999999926e+01 1.036999999999999922e+01 3.009689600000001963e+00 2.715807999999999112e+00 5.300297599999997722e+00
2.183333333333333237e-01 3.644619999999999891e+02 1.324399999999999977e+01 1.042999999999999972e+01 3.027321600000000057e+00 2.729977600000001114e+00 5.334627200000000791e+00
2.191666666666666763e-01 3.635040000000000191e+02 1.332000000000000028e+01 1.047600000000000087e+01 3.043961600000001599e+00 2.743187199999997272e+00 5.355820800000000048e+00
2.200000000000000011e-01 3.625280000000000200e+02 1.341000000000000014e+01 1.053200000000000003e+01 3.061830400000000285e+00 2.756515200000002608e+00 5.399676799999997279e+00
2.208333333333333259e-01 3.615459999999999923e+02 1.350399999999999956e+01 1.057799999999999940e+01 3.080454399999997595e+00 2.770246400000001330e+00 5.434479999999998867e+00
2.216666666666666785e-01 3.605760000000000218e+02 1.354400000000000048e+01 1.063000000000000078e+01 3.095430399999998361e+00 2.783455999999996155e+00 5.449705600000000594e+00
2.225000000000000033e-01 3.596019999999999754e+02 1.367200000000000060e+01 1.068200000000000038e+01 3.115027199999997887e+00 2.796915200000000379e+00 5.505334400000001516e+00
2.233333333333333282e-01 3.586259999999999764e+02 1.379400000000000048e+01 1.074399999999999977e+01 3.136320000000001773e+00 2.811958399999998637e+00 5.554169599999995377e+00
2.241666666666666530e-01 3.576460000000000150e+02 1.386400000000000077e+01 1.078999999999999915e+01 3.153593599999999775e+00 2.825913600000001580e+00 5.580640000000000711e+00
2.250000000000000056e-01 3.566639999999999873e+02 1.394400000000000084e+01 1.082799999999999940e+01 3.171423999999999577e+00 2.840044800000000702e+00 5.614041599999999299e+00
2.258333333333333304e-01 3.556960000000000264e+02 1.403400000000000070e+01 1.089000000000000057e+01 3.191705600000006360e+00 2.855638400000001020e+00 5.648579200000002132e+00
2.266666666666666552e-01 3.547219999999999800e+02 1.414799999999999969e+01 1.094800000000000040e+01 3.210988800000001753e+00 2.869318400000000491e+00 5.687279999999997671e+00
2.275000000000000078e-01 3.537379999999999995e+02 1.421199999999999974e+01 1.098600000000000065e+01 3.228211199999996506e+00 2.883436799999997913e+00 5.716012800000003224e+00
2.283333333333333326e-01 3.527500000000000000e+02 1.429199999999999982e+01 1.100999999999999979e+01 3.245273599999997760e+00 2.896812799999998855e+00 5.757001599999992614e+00
2.291666666666666574e-01 3.517780000000000200e+02 1.444400000000000084e+01 1.106000000000000050e+01 3.265804799999998398e+00 2.910086399999998630e+00 5.829401599999996186e+00
2.300000000000000100e-01 3.508100000000000023e+02 1.452599999999999980e+01 1.113000000000000078e+01 3.284640000000001336e+00 2.925180799999999692e+00 5.855340799999998680e+00
2.308333333333333348e-01 3.498340000000000032e+02 1.465199999999999925e+01 1.124399999999999977e+01 3.307974399999997761e+00 2.942547200000000807e+00 5.912716799999998329e+00
2.316666666666666596e-01 3.488480000000000132e+02 1.473199999999999932e+01 1.130400000000000027e+01 3.326944000000000123e+00 2.956934400000000629e+00 5.949734400000000534e+00
2.325000000000000122e-01 3.478679999999999950e+02 1.483000000000000007e+01 1.136599999999999966e+01 3.346835199999997013e+00 2.972182400000001223e+00 5.979718399999999434e+00
2.333333333333333370e-01 3.468899999999999864e+02 1.492600000000000016e+01 1.141200000000000081e+01 3.367347199999995322e+00 2.987343999999998889e+00 6.030316800000003141e+00
2.341666666666666619e-01 3.459180000000000064e+02 1.499600000000000044e+01 1.150600000000000023e+01 3.387276799999997312e+00 3.003724799999996087e+00 6.054105599999998866e+00
2.349999999999999867e-01 3.449460000000000264e+02 1.507399999999999984e+01 1.153999999999999915e+01 3.407769600000004395e+00 3.020201599999999598e+00 6.090512000000001258e+00
2.358333333333333393e-01 3.439700000000000273e+02 1.516200000000000081e+01 1.159600000000000009e+01 3.429440000000000932e+00 3.037001599999995971e+00 6.119734399999997798e+00
2.366666666666666641e-01 3.429979999999999905e+02 1.522799999999999976e+01 1.164799999999999969e+01 3.449350399999998373e+00 3.053331200000000134e+00 6.139430400000001065e+00
2.374999999999999889e-01 3.420240000000000009e+02 1.531400000000000006e+01 1.171000000000000085e+01 3.470496000000001136e+00 3.070294400000000312e+00 6.174297600000000941e+00
2.383333333333333415e-01 3.410539999999999736e+02 1.536400000000000077e+01 1.177599999999999980e+01 3.489804799999996821e+00 3.087008000000003083e+00 6.193497600000002379e+00
2.391666666666666663e-01 3.401000000000000227e+02 1.548399999999999999e+01 1.183399999999999963e+01 3.512928000000000495e+00 3.103724800000000172e+00 6.229935999999997698e+00
2.399999999999999911e-01 3.391220000000000141e+02 1.559200000000000053e+01 1.191399999999999970e+01 3.535155199999998832e+00 3.120364799999998162e+00 6.273433600000005050e+00
2.408333333333333437e-01 3.381539999999999964e+02 1.570400000000000063e+01 1.199600000000000044e+01 3.558841599999998717e+00 3.138355199999999012e+00 6.331308800000000403e+00
2.416666666666666685e-01 3.371879999999999882e+02 1.583399999999999963e+01 1.208799999999999919e+01 3.583923199999999643e+00 3.156054400000000371e+00 6.370528000000007296e+00
2.424999999999999933e-01 3.362259999999999991e+02 1.591999999999999993e+01 1.219400000000000084e+01 3.606560000000001320e+00 3.173792000000000169e+00 6.407843200000002071e+00
2.433333333333333459e-01 3.352440000000000282e+02 1.605199999999999960e+01 1.226800000000000068e+01 3.631468800000001718e+00 3.191097600000000867e+00 6.467715199999999776e+00
2.441666666666666707e-01 3.342719999999999914e+02 1.614399999999999835e+01 1.233799999999999919e+01 3.653644800000001691e+00 3.208614400000000533e+00 6.492953599999998993e+00
2.449999999999999956e-01 3.333059999999999832e+02 1.623799999999999955e+01 1.239799999999999969e+01 3.676704000000002193e+00 3.226467200000000535e+00 6.513225600000002835e+00
2.458333333333333204e-01 3.323360000000000127e+02 1.633599999999999852e+01 1.246799999999999997e+01 3.699948799999999149e+00 3.244723199999999697e+00 6.550006400000009776e+00
2.466666666666666730e-01 3.313740000000000236e+02 1.641199999999999903e+01 1.255400000000000027e+01 3.723705600000001947e+00 3.264531199999997302e+00 6.581807999999995218e+00
2.474999999999999978e-01 3.303999999999999773e+02 1.648000000000000043e+01 1.263599999999999923e+01 3.748678399999999744e+00 3.285452799999998064e+00 6.608339199999996971e+00
2.483333333333333226e-01 3.294239999999999782e+02 1.657799999999999940e+01 1.271199999999999974e+01 3.773465600000002862e+00 3.304879999999998930e+00 6.642844800000003325e+00
2.491666666666666752e-01 3.284780000000000086e+02 1.664600000000000080e+01 1.279199999999999982e+01 3.795807999999998739e+00 3.323798399999998932e+00 6.668108800000000613e+00
2.500000000000000000e-01 3.275140000000000100e+02 1.675600000000000023e+01 1.285999999999999943e+01 3.821350399999993819e+00 3.343155200000004879e+00 6.704259200000001861e+00
2.508333333333333526e-01 3.265539999999999736e+02 1.684799999999999898e+01 1.296000000000000085e+01 3.845555199999998841e+00 3.362047999999999259e+00 6.741238400000001185e+00
2.516666666666666496e-01 3.255840000000000032e+02 1.694000000000000128e+01 1.304400000000000048e+01 3.868236800000003583e+00 3.379942400000001790e+00 6.778956800000001337e+00
2.525000000000000022e-01 3.246159999999999854e+02 1.703800000000000026e+01 1.312800000000000011e+01 3.893619200000001612e+00 3.399791999999996595e+00 6.824617600000005169e+00
2.533333333333333548e-01 3.236659999999999968e+02 1.719800000000000040e+01 1.323799999999999955e+01 3.924819199999999508e+00 3.421142399999998140e+00 6.883974400000001381e+00
2.541666666666666519e-01 3.226920000000000073e+02 1.729200000000000159e+01 1.333399999999999963e+01 3.952787199999999057e+00 3.444044799999997686e+00 6.918310399999994864e+00
2.550000000000000044e-01 3.217139999999999986e+02 1.742800000000000082e+01 1.341999999999999993e+01 3.980806400000002299e+00 3.464454399999999268e+00 6.973804799999993698e+00
2.558333333333333570e-01 3.207459999999999809e+02 1.756200000000000117e+01 1.348600000000000065e+01 4.008403200000001831e+00 3.482902400000000842e+00 7.039401599999996151e+00
2.566666666666666541e-01 3.197760000000000105e+02 1.763599999999999923e+01 1.358200000000000074e+01 4.034508799999998452e+00 3.504364799999999391e+00 7.072972800000001392e+00
2.575000000000000067e-01 3.188000000000000114e+02 1.773600000000000065e+01 1.362599999999999945e+01 4.058828799999999681e+00 3.522176000000000418e+00 7.104963199999994927e+00
2.583333333333333592e-01 3.178380000000000223e+02 1.783599999999999852e+01 1.371400000000000041e+01 4.083929600000000271e+00 3.541843199999999303e+00 7.149423999999995338e+00
2.591666666666666563e-01 3.168740000000000236e+02 1.794600000000000151e+01 1.386599999999999966e+01 4.114931199999995570e+00 3.566563200000000489e+00 7.192291199999993445e+00
2.600000000000000089e-01 3.159139999999999873e+02 1.804599999999999937e+01 1.394800000000000040e+01 4.140703999999999496e+00 3.586511999999998590e+00 7.233852799999999306e+00
2.608333333333333059e-01 3.149580000000000268e+02 1.817999999999999972e+01 1.404599999999999937e+01 4.172057599999998700e+00 3.609030400000003080e+00 7.306047999999991660e+00
2.616666666666666585e-01 3.139979999999999905e+02 1.827799999999999869e+01 1.413400000000000034e+01 4.200115199999999049e+00 3.630953600000004666e+00 7.356384000000009138e+00
2.625000000000000111e-01 3.130439999999999827e+02 1.840599999999999881e+01 1.423399999999999999e+01 4.230694399999999078e+00 3.653615999999999975e+00 7.396870400000000956e+00
2.633333333333333082e-01 3.120720000000000027e+02 1.853999999999999915e+01 1.430400000000000027e+01 4.262118400000000307e+00 3.676364800000002653e+00 7.453939199999997989e+00
2.641666666666666607e-01 3.111120000000000232e+02 1.866799999999999926e+01 1.438799999999999990e+01 4.290303999999997231e+00 3.696364800000004003e+00 7.516099199999998426e+00
2.650000000000000133e-01 3.101399999999999864e+02 1.887999999999999901e+01 1.448000000000000043e+01 4.323916799999999228e+00 3.716070399999999108e+00 7.577241600000006905e+00
2.658333333333333104e-01 3.091979999999999791e+02 1.901999999999999957e+01 1.454199999999999982e+01 4.355641600000000224e+00 3.737785599999997377e+00 7.640963200000002509e+00
2.666666666666666630e-01 3.082339999999999804e+02 1.914999999999999858e+01 1.463000000000000078e+01 4.386783999999997796e+00 3.759676799999998931e+00 7.696415999999998370e+00
2.675000000000000155e-01 3.072679999999999723e+02 1.927799999999999869e+01 1.474000000000000021e+01 4.421004800000002177e+00 3.784438399999999980e+00 7.746166400000000785e+00
2.683333333333333126e-01 3.062939999999999827e+02 1.937600000000000122e+01 1.482199999999999918e+01 4.449382399999999294e+00 3.806355200000001382e+00 7.772662399999998861e+00
2.691666666666666652e-01 3.053460000000000036e+02 1.957600000000000051e+01 1.494200000000000017e+01 4.485081600000002666e+00 3.828364799999999679e+00 7.854127999999995779e+00
2.700000000000000178e-01 3.043919999999999959e+02 1.973400000000000176e+01 1.503400000000000070e+01 4.518796799999998726e+00 3.850307200000001373e+00 7.919430400000004866e+00
2.708333333333333148e-01 3.034239999999999782e+02 1.985600000000000165e+01 1.510999999999999943e+01 4.550188799999996370e+00 3.873273599999999206e+00 7.960406400000006322e+00
2.716666666666666674e-01 3.024660000000000082e+02 1.993599999999999994e+01 1.520400000000000063e+01 4.581151999999998559e+00 3.897913599999998979e+00 8.000121599999999944e+00
2.725000000000000200e-01 3.015160000000000196e+02 2.002799999999999869e+01 1.528400000000000070e+01 4.612531199999998499e+00 3.923468800000001977e+00 8.034259199999999268e+00
2.733333333333333171e-01 3.005679999999999836e+02 2.013800000000000168e+01 1.534999999999999964e+01 4.644268799999999864e+00 3.948451199999998273e+00 8.088572800000001450e+00
2.741666666666666696e-01 2.996139999999999759e+02 2.033999999999999986e+01 1.545199999999999996e+01 4.684159999999997659e+00 3.972908800000000351e+00 8.165743999999998337e+00
2.750000000000000222e-01 2.986600000000000250e+02 2.044999999999999929e+01 1.551999999999999957e+01 4.714854399999999224e+00 3.995676799999999584e+00 8.215846400000003769e+00
2.758333333333333193e-01 2.977160000000000082e+02 2.054799999999999827e+01 1.561800000000000033e+01 4.746739200000003045e+00 4.021152000000002502e+00 8.260015999999994918e+00
2.766666666666666718e-01 2.967520000000000095e+02 2.067800000000000082e+01 1.567200000000000060e+01 4.778790400000003658e+00 4.044047999999999199e+00 8.313843200000000877e+00
2.775000000000000244e-01 2.957900000000000205e+02 2.075400000000000134e+01 1.580199999999999960e+01 4.812659199999998805e+00 4.073225600000001556e+00 8.338675200000000842e+00
2.783333333333333215e-01 2.948480000000000132e+02 2.088800000000000168e+01 1.590399999999999991e+01 4.847148800000000257e+00 4.098969600000002877e+00 8.398118400000006645e+00
2.791666666666666741e-01 2.939019999999999868e+02 2.099800000000000111e+01 1.595800000000000018e+01 4.877689600000001846e+00 4.121168000000004383e+00 8.453446399999993588e+00
2.800000000000000266e-01 2.929599999999999795e+02 2.113800000000000168e+01 1.604599999999999937e+01 4.912076799999996801e+00 4.144182400000003597e+00 8.516128000000001919e+00
2.808333333333333237e-01 2.920120000000000005e+02 2.120799999999999841e+01 1.612600000000000122e+01 4.942086400000003543e+00 4.169004799999999733e+00 8.533980800000001921e+00
2.816666666666666763e-01 2.910659999999999741e+02 2.129599999999999937e+01 1.624200000000000088e+01 4.976262400000000419e+00 4.196729600000000282e+00 8.562144000000003530e+00
2.824999999999999734e-01 2.901240000000000236e+02 2.140399999999999991e+01 1.632600000000000051e+01 5.010067200000001719e+00 4.223705600000005056e+00 8.610697600000001728e+00
2.833333333333333259e-01 2.891779999999999973e+02 2.157000000000000028e+01 1.640800000000000125e+01 5.045907199999998483e+00 4.247094399999998160e+00 8.686300799999999711e+00
2.841666666666666785e-01 2.882300000000000182e+02 2.185200000000000031e+01 1.649399999999999977e+01 5.091072000000006703e+00 4.270368000000001274e+00 8.810838400000006843e+00
2.849999999999999756e-01 2.872740000000000009e+02 2.207400000000000162e+01 1.661799999999999855e+01 5.135603199999998481e+00 4.296393599999997370e+00 8.917561600000007971e+00
2.858333333333333282e-01 2.863159999999999741e+02 2.222800000000000153e+01 1.671399999999999864e+01 5.176211199999999124e+00 4.323891199999999380e+00 8.980697600000002723e+00
2.866666666666666807e-01 2.853820000000000050e+02 2.237399999999999878e+01 1.682199999999999918e+01 5.213459199999998184e+00 4.349967999999998725e+00 9.055180800000000474e+00
2.874999999999999778e-01 2.844320000000000164e+02 2.257400000000000162e+01 1.691799999999999926e+01 5.254067200000000604e+00 4.375087999999996313e+00 9.121097600000002359e+00
2.883333333333333304e-01 2.834859999999999900e+02 2.280199999999999960e+01 1.702799999999999869e+01 5.301139199999998830e+00 4.401987200000002431e+00 9.246963200000001493e+00
2.891666666666666829e-01 2.825360000000000014e+02 2.290399999999999991e+01 1.716799999999999926e+01 5.337804800000000682e+00 4.431104000000001264e+00 9.289574400000002896e+00
2.899999999999999800e-01 2.815799999999999841e+02 2.310200000000000031e+01 1.736199999999999832e+01 5.384384000000003390e+00 4.463017599999997032e+00 9.377590399999993664e+00
2.908333333333333326e-01 2.806639999999999873e+02 2.321000000000000085e+01 1.748600000000000065e+01 5.421664000000000705e+00 4.492278400000001781e+00 9.425888000000002265e+00
2.916666666666666852e-01 2.797080000000000268e+02 2.343799999999999883e+01 1.757000000000000028e+01 5.465804800000005237e+00 4.518473599999999202e+00 9.508307199999997295e+00
2.924999999999999822e-01 2.787620000000000005e+02 2.358200000000000074e+01 1.762199999999999989e+01 5.500236800000002368e+00 4.541916800000004528e+00 9.566086400000003209e+00
2.933333333333333348e-01 2.778100000000000023e+02 2.373199999999999932e+01 1.775600000000000023e+01 5.544825600000002019e+00 4.575936000000001336e+00 9.624841600000005215e+00
2.941666666666666874e-01 2.768600000000000136e+02 2.383999999999999986e+01 1.789399999999999835e+01 5.587244800000001455e+00 4.608435200000000620e+00 9.662051199999998730e+00
2.949999999999999845e-01 2.759239999999999782e+02 2.402400000000000091e+01 1.802599999999999980e+01 5.634284800000005866e+00 4.638540799999997688e+00 9.738160000000000593e+00
2.958333333333333370e-01 2.749780000000000086e+02 2.419200000000000017e+01 1.812199999999999989e+01 5.677971199999999108e+00 4.669574400000007230e+00 9.794159999999996202e+00
2.966666666666666896e-01 2.740480000000000018e+02 2.431599999999999895e+01 1.822400000000000020e+01 5.718828799999999823e+00 4.699513599999996849e+00 9.852105600000010455e+00
2.974999999999999867e-01 2.731080000000000041e+02 2.445599999999999952e+01 1.833999999999999986e+01 5.763046400000003899e+00 4.731820800000003047e+00 9.901779200000005332e+00
2.983333333333333393e-01 2.721639999999999873e+02 2.469600000000000151e+01 1.841799999999999926e+01 5.811878400000002109e+00 4.759231999999999907e+00 9.997456000000005005e+00
2.991666666666666918e-01 2.712280000000000086e+02 2.480000000000000071e+01 1.850000000000000000e+01 5.851270399999997984e+00 4.790284800000004672e+00 1.004097919999999178e+01
2.999999999999999889e-01 2.703000000000000114e+02 2.492599999999999838e+01 1.860999999999999943e+01 5.894771199999996547e+00 4.822966400000000320e+00 1.009818879999999020e+01
3.008333333333333415e-01 2.693659999999999854e+02 2.510000000000000142e+01 1.869200000000000017e+01 5.939110400000001455e+00 4.852204800000008866e+00 1.018759360000000136e+01
3.016666666666666941e-01 2.684259999999999877e+02 2.524800000000000111e+01 1.882199999999999918e+01 5.985894400000002946e+00 4.886195199999999517e+00 1.025039680000000786e+01
3.024999999999999911e-01 2.674680000000000177e+02 2.544800000000000040e+01 1.898199999999999932e+01 6.039193600000004380e+00 4.923219199999997464e+00 1.031537280000000223e+01
3.033333333333333437e-01 2.665219999999999914e+02 2.558800000000000097e+01 1.912600000000000122e+01 6.088851199999997910e+00 4.960767999999993627e+00 1.036694080000000184e+01
3.041666666666666408e-01 2.655960000000000036e+02 2.579200000000000159e+01 1.932400000000000162e+01 6.143782400000003641e+00 4.999014400000000080e+00 1.043246400000001195e+01
3.049999999999999933e-01 2.646580000000000155e+02 2.598799999999999955e+01 1.943400000000000105e+01 6.196140800000004667e+00 5.032371199999996492e+00 1.051921600000000367e+01
3.058333333333333459e-01 2.637280000000000086e+02 2.612000000000000099e+01 1.961799999999999855e+01 6.246009600000009598e+00 5.070355200000004281e+00 1.057516799999998547e+01
3.066666666666666430e-01 2.628039999999999736e+02 2.639000000000000057e+01 1.976599999999999824e+01 6.308799999999997965e+00 5.105321599999997240e+00 1.068179200000000684e+01
3.074999999999999956e-01 2.618740000000000236e+02 2.650400000000000134e+01 1.984799999999999898e+01 6.353017600000002929e+00 5.138259200000002025e+00 1.072925119999999133e+01
3.083333333333333481e-01 2.609619999999999891e+02 2.669800000000000040e+01 1.997800000000000153e+01 6.406425600000002163e+00 5.172752000000005346e+00 1.079429760000000904e+01
3.091666666666666452e-01 2.600500000000000114e+02 2.684199999999999875e+01 2.013599999999999923e+01 6.459903999999993651e+00 5.212457599999998692e+00 1.083983360000000928e+01
3.099999999999999978e-01 2.591299999999999955e+02 2.707199999999999918e+01 2.021199999999999974e+01 6.513376000000000943e+00 5.243795199999994772e+00 1.096312639999999305e+01
3.108333333333333504e-01 2.582160000000000082e+02 2.730999999999999872e+01 2.032000000000000028e+01 6.566387200000002977e+00 5.274639999999998885e+00 1.107340800000000058e+01
3.116666666666666474e-01 2.573020000000000209e+02 2.752199999999999847e+01 2.048199999999999932e+01 6.625734400000000690e+00 5.310928000000001425e+00 1.114778879999999894e+01
3.125000000000000000e-01 2.563620000000000232e+02 2.767000000000000171e+01 2.059199999999999875e+01 6.674399999999998556e+00 5.344681599999993260e+00 1.120438400000000101e+01
3.133333333333333526e-01 2.554219999999999970e+02 2.782999999999999829e+01 2.073199999999999932e+01 6.727328000000002639e+00 5.385174400000000361e+00 1.126932159999999072e+01
3.141666666666666496e-01 2.544979999999999905e+02 2.806800000000000139e+01 2.083999999999999986e+01 6.788582400000003680e+00 5.419846399999999953e+00 1.139448319999999093e+01
3.150000000000000022e-01 2.535879999999999939e+02 2.821999999999999886e+01 2.096600000000000108e+01 6.841228799999994337e+00 5.456883200000002709e+00 1.145179200000000108e+01
3.158333333333333548e-01 2.526579999999999870e+02 2.845400000000000063e+01 2.113599999999999923e+01 6.905267200000002603e+00 5.495721599999999540e+00 1.155018560000000072e+01
3.166666666666666519e-01 2.517220000000000084e+02 2.863200000000000145e+01 2.129799999999999827e+01 6.961017600000005245e+00 5.534617599999999804e+00 1.162277119999999897e+01
3.175000000000000044e-01 2.508079999999999927e+02 2.889199999999999946e+01 2.139600000000000080e+01 7.024819199999996044e+00 5.566976000000000369e+00 1.170505920000000444e+01
3.183333333333333570e-01 2.499019999999999868e+02 2.914399999999999835e+01 2.157799999999999940e+01 7.090732799999985403e+00 5.607577600000006157e+00 1.179555839999999023e+01
3.191666666666666541e-01 2.489960000000000093e+02 2.946799999999999997e+01 2.173000000000000043e+01 7.155654399999995086e+00 5.643302400000002272e+00 1.190881599999999274e+01
3.200000000000000067e-01 2.480759999999999934e+02 2.971999999999999886e+01 2.183399999999999963e+01 7.220838400000002544e+00 5.681862400000001756e+00 1.201183360000000278e+01
3.208333333333333592e-01 2.471560000000000059e+02 2.998799999999999955e+01 2.209199999999999875e+01 7.295455999999995278e+00 5.727852800000007072e+00 1.211075839999999637e+01
3.216666666666666563e-01 2.462340000000000089e+02 3.033399999999999963e+01 2.226200000000000045e+01 7.374444800000000910e+00 5.768700799999997741e+00 1.222507839999999035e+01
3.225000000000000089e-01 2.453199999999999932e+02 3.055399999999999849e+01 2.245200000000000173e+01 7.443263999999997438e+00 5.812355200000005162e+00 1.229008959999999284e+01
3.233333333333333059e-01 2.444139999999999873e+02 3.084600000000000009e+01 2.262000000000000099e+01 7.515839999999998966e+00 5.853046400000004645e+00 1.237755839999999630e+01
3.241666666666666585e-01 2.434919999999999902e+02 3.111599999999999966e+01 2.283200000000000074e+01 7.587366400000003175e+00 5.896275199999997163e+00 1.247295680000001106e+01
3.250000000000000111e-01 2.425780000000000030e+02 3.133599999999999852e+01 2.295200000000000173e+01 7.649926399999998239e+00 5.931212799999996399e+00 1.256425599999999498e+01
3.258333333333333082e-01 2.416779999999999973e+02 3.152199999999999847e+01 2.308999999999999986e+01 7.712575999999994991e+00 5.972886400000005480e+00 1.264494719999999184e+01
3.266666666666666607e-01 2.407640000000000100e+02 3.176999999999999957e+01 2.323600000000000065e+01 7.781177599999998584e+00 6.015094400000003283e+00 1.273085439999999480e+01
3.275000000000000133e-01 2.398439999999999941e+02 3.202400000000000091e+01 2.334600000000000009e+01 7.854892799999993791e+00 6.057369600000006571e+00 1.285567039999999928e+01
3.283333333333333104e-01 2.389399999999999977e+02 3.218999999999999773e+01 2.353200000000000003e+01 7.921516799999998248e+00 6.105071999999998944e+00 1.292563840000000930e+01
3.291666666666666630e-01 2.380459999999999923e+02 3.241199999999999903e+01 2.368199999999999861e+01 7.987756800000004098e+00 6.148838399999994486e+00 1.300300159999999750e+01
3.300000000000000155e-01 2.371599999999999966e+02 3.263000000000000256e+01 2.383800000000000097e+01 8.063321599999994760e+00 6.198492800000001246e+00 1.310195839999999379e+01
3.308333333333333126e-01 2.362539999999999907e+02 3.297800000000000153e+01 2.401800000000000068e+01 8.147897599999994966e+00 6.237615999999998273e+00 1.327509440000000396e+01
3.316666666666666652e-01 2.353280000000000030e+02 3.316599999999999682e+01 2.415800000000000125e+01 8.212640000000003937e+00 6.282787199999995131e+00 1.336625919999999290e+01
3.325000000000000178e-01 2.344259999999999877e+02 3.342399999999999949e+01 2.433999999999999986e+01 8.287014400000003889e+00 6.327852800000000499e+00 1.344754560000001042e+01
3.333333333333333148e-01 2.335039999999999907e+02 3.371000000000000085e+01 2.454200000000000159e+01 8.380460799999989163e+00 6.382787200000005434e+00 1.357184319999999467e+01
3.341666666666666674e-01 2.326040000000000134e+02 3.415400000000000347e+01 2.462600000000000122e+01 8.489651199999993736e+00 6.422646399999995204e+00 1.378870720000000105e+01
3.350000000000000200e-01 2.316920000000000073e+02 3.450200000000000244e+01 2.475199999999999889e+01 8.580000000000000071e+00 6.468099199999999271e+00 1.392314560000000156e+01
3.358333333333333171e-01 2.307820000000000107e+02 3.466599999999999682e+01 2.486799999999999855e+01 8.646943999999990638e+00 6.514441599999996058e+00 1.397703040000000740e+01
3.366666666666666696e-01 2.298720000000000141e+02 3.495199999999999818e+01 2.502799999999999869e+01 8.723737600000001535e+00 6.560134400000002586e+00 1.408366719999999539e+01
3.375000000000000222e-01 2.289919999999999902e+02 3.510799999999999699e+01 2.520400000000000063e+01 8.794412799999998143e+00 6.611097599999999908e+00 1.414930559999999105e+01
3.383333333333333193e-01 2.281040000000000134e+02 3.551200000000000045e+01 2.542000000000000171e+01 8.895187200000011174e+00 6.663948799999995565e+00 1.428866239999999976e+01
3.391666666666666718e-01 2.271860000000000070e+02 3.580199999999999960e+01 2.561599999999999966e+01 8.978995199999999954e+00 6.710537599999992331e+00 1.440751360000000147e+01
3.400000000000000244e-01 2.262959999999999923e+02 3.606400000000000006e+01 2.576999999999999957e+01 9.062944000000001665e+00 6.758732799999994434e+00 1.454288960000000408e+01
3.408333333333333215e-01 2.253959999999999866e+02 3.631799999999999784e+01 2.596000000000000085e+01 9.148729599999990469e+00 6.810320000000004370e+00 1.466036799999999118e+01
3.416666666666666741e-01 2.244960000000000093e+02 3.656199999999999761e+01 2.611400000000000077e+01 9.232787199999993533e+00 6.860380800000003276e+00 1.477746879999999585e+01
3.425000000000000266e-01 2.235840000000000032e+02 3.696800000000000352e+01 2.632400000000000162e+01 9.332569600000006460e+00 6.911455999999998490e+00 1.492584640000000640e+01
3.433333333333333237e-01 2.226759999999999877e+02 3.727400000000000091e+01 2.646399999999999864e+01 9.430982399999994215e+00 6.966300800000001736e+00 1.504868799999999318e+01
3.441666666666666763e-01 2.217820000000000107e+02 3.757000000000000028e+01 2.658399999999999963e+01 9.529395200000017496e+00 7.013308799999999898e+00 1.518603520000000451e+01
3.449999999999999734e-01 2.209000000000000057e+02 3.785199999999999676e+01 2.674399999999999977e+01 9.615289600000000547e+00 7.064192000000008242e+00 1.529780160000000322e+01
3.458333333333333259e-01 2.200420000000000016e+02 3.817399999999999949e+01 2.698400000000000176e+01 9.710988800000002641e+00 7.114851199999995934e+00 1.542197119999999799e+01
3.466666666666666785e-01 2.191479999999999961e+02 3.861200000000000188e+01 2.715200000000000102e+01 9.820300799999996499e+00 7.160691199999998702e+00 1.559616959999999963e+01
3.474999999999999756e-01 2.182259999999999991e+02 3.885999999999999943e+01 2.747400000000000020e+01 9.926860800000003593e+00 7.232332800000001782e+00 1.570807359999998987e+01
3.483333333333333282e-01 2.173360000000000127e+02 3.915999999999999659e+01 2.766000000000000014e+01 1.002996480000001434e+01 7.289171199999996631e+00 1.586073599999999928e+01
3.491666666666666807e-01 2.164579999999999984e+02 3.948199999999999932e+01 2.782400000000000162e+01 1.014087680000000624e+01 7.353980799999990658e+00 1.598765439999999849e+01
3.499999999999999778e-01 2.155900000000000034e+02 3.971999999999999886e+01 2.803200000000000003e+01 1.022424960000000915e+01 7.409023999999994281e+00 1.608844160000000656e+01
3.508333333333333304e-01 2.146839999999999975e+02 3.998400000000000176e+01 2.821999999999999886e+01 1.031421439999999912e+01 7.466476799999997027e+00 1.616244479999999939e+01
3.516666666666666829e-01 2.137880000000000109e+02 4.031000000000000227e+01 2.855199999999999960e+01 1.042830719999999722e+01 7.538172800000001672e+00 1.629979520000000548e+01
3.524999999999999800e-01 2.128940000000000055e+02 4.059400000000000119e+01 2.880000000000000071e+01 1.053310720000000877e+01 7.604956800000003625e+00 1.642631359999999674e+01
3.533333333333333326e-01 2.120140000000000100e+02 4.081799999999999784e+01 2.900600000000000023e+01 1.062398720000000196e+01 7.664220800000006939e+00 1.651232959999999750e+01
