# relative largest cluster	avg path	other clusters	 #num clusters
9.989979959919841335e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989959839357428484e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989939637826962260e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989919354838709964e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989898989898989834e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989878542510121084e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989858012170385049e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989837398373984101e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989816700610998357e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989795918367345706e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989775051124745175e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989754098360655865e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989733059548253635e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989711934156378925e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989690721649484573e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989669421487603618e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989648033126293791e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989626556016597547e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989604989604989882e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989583333333333925e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
9.989561586638832091e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+00
