1.118355492901749848e+00 0.000000000000000000e+00
1.383082524105281319e+00 0.000000000000000000e+00
1.710473351833834865e+00 0.000000000000000000e+00
2.115361185137037747e+00 0.000000000000000000e+00
2.616090416601284829e+00 0.000000000000000000e+00
3.235347758066062340e+00 0.000000000000000000e+00
4.001190115295021776e+00 0.000000000000000000e+00
4.948315771873723179e+00 2.732585028666376092e-01
6.119636476300955863e+00 1.388115244961853068e-01
7.568221659365208076e+00 1.248526065251608363e-01
9.359702869132943803e+00 5.283330664821078715e-02
1.157524736211324523e+01 2.541480592340141301e-02
1.431523557611842890e+01 1.830606621863523423e-02
1.770380910135074615e+01 1.060351228242097966e-02
2.189449520620844325e+01 5.754336524820374311e-03
2.707716275014003315e+01 2.186879713782455964e-03
3.348662463748747342e+01 1.730679506157588006e-03
4.141327656665887957e+01 6.921050237468346191e-04
5.121625408810567137e+01 4.304873862338671683e-04
6.333970408246366190e+01 2.536088169109409671e-04
7.833290787632557794e+01 1.125858950105015910e-04
9.687516772058532410e+01 6.177479822792452269e-05
1.198065841716044133e+02 5.520886395566869511e-05
1.481661188166148122e+02 1.275476753361461061e-05
1.832386668643741245e+02 1.718909764155313169e-05
2.266132723351591380e+02 1.389904176389698398e-06
2.802551234257715578e+02 3.371614368299660421e-06
3.465945899683673019e+02 4.543791835768705843e-06
4.286373370339391613e+02 7.348187067031827473e-07
