# relative largest cluster	avg path	other clusters	 #num clusters
9.996192384769539974e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.189999999999999947e+00
9.995983935742970283e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.199999999999999956e+00
9.995975855130783128e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.199999999999999956e+00
9.995967741935484208e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.199999999999999956e+00
9.995757575757572289e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.209999999999999964e+00
9.995748987854252698e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.209999999999999964e+00
9.995537525354970532e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.219999999999999973e+00
9.995528455284553582e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.219999999999999973e+00
9.995519348268837589e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.219999999999999973e+00
9.995102040816331579e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.239999999999999991e+00
9.994683026584865182e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.260000000000000009e+00
9.994672131147542826e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.260000000000000009e+00
9.994661190965098418e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.260000000000000009e+00
9.994444444444444686e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.270000000000000018e+00
9.994432989690718028e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.270000000000000018e+00
9.994421487603311061e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.270000000000000018e+00
9.994202898550722525e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.280000000000000027e+00
9.994190871369290630e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.280000000000000027e+00
9.994178794178797398e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.280000000000000027e+00
9.993958333333335942e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.290000000000000036e+00
9.993945720250522191e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.290000000000000036e+00
9.993933054393303594e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.290000000000000036e+00
9.994129979035636380e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.280000000000000027e+00
9.994117647058823328e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.280000000000000027e+00
9.993894736842104942e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.290000000000000036e+00
9.993881856540085540e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.290000000000000036e+00
9.993446088794926130e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.310000000000000053e+00
9.993432203389829294e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.310000000000000053e+00
9.993418259023352235e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.310000000000000053e+00
9.993404255319144891e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.310000000000000053e+00
9.992963752665245947e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.330000000000000071e+00
9.992948717948720860e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.330000000000000071e+00
9.992719486081368396e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.340000000000000080e+00
9.992703862660942127e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.340000000000000080e+00
9.991827956989248749e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.379999999999999893e+00
9.991810344827584123e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.379999999999999893e+00
9.992224622030237979e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.360000000000000098e+00
9.992207792207788986e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.360000000000000098e+00
9.992624728850318938e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.340000000000000080e+00
9.991739130434783567e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.379999999999999893e+00
9.991721132897604107e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.379999999999999893e+00
9.991703056768558300e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.379999999999999893e+00
