# t er pr apr br abr
1.074000000000000000e+03 2.465580000000000000e+05 2.156860000000000000e+05 2.338780000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.075000000000000000e+03 2.465670000000000000e+05 2.157270000000000000e+05 2.338870000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.076000000000000000e+03 2.465800000000000000e+05 2.157570000000000000e+05 2.338950000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.077000000000000000e+03 2.465990000000000000e+05 2.157910000000000000e+05 2.339150000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.078000000000000000e+03 2.466100000000000000e+05 2.158270000000000000e+05 2.339240000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.079000000000000000e+03 2.466230000000000000e+05 2.158680000000000000e+05 2.339490000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.080000000000000000e+03 2.466400000000000000e+05 2.159040000000000000e+05 2.339700000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.081000000000000000e+03 2.466520000000000000e+05 2.159530000000000000e+05 2.339810000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.082000000000000000e+03 2.466680000000000000e+05 2.159800000000000000e+05 2.339990000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.083000000000000000e+03 2.466830000000000000e+05 2.160110000000000000e+05 2.340080000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.084000000000000000e+03 2.466920000000000000e+05 2.160470000000000000e+05 2.340180000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.085000000000000000e+03 2.467100000000000000e+05 2.160870000000000000e+05 2.340290000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.086000000000000000e+03 2.467240000000000000e+05 2.161200000000000000e+05 2.340390000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.087000000000000000e+03 2.467380000000000000e+05 2.161520000000000000e+05 2.340530000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.088000000000000000e+03 2.467520000000000000e+05 2.161810000000000000e+05 2.340570000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.089000000000000000e+03 2.467630000000000000e+05 2.162150000000000000e+05 2.340780000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.090000000000000000e+03 2.467680000000000000e+05 2.162510000000000000e+05 2.340910000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.091000000000000000e+03 2.467770000000000000e+05 2.162940000000000000e+05 2.341170000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.092000000000000000e+03 2.467970000000000000e+05 2.163230000000000000e+05 2.341280000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.093000000000000000e+03 2.468040000000000000e+05 2.163520000000000000e+05 2.341410000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.094000000000000000e+03 2.468150000000000000e+05 2.163870000000000000e+05 2.341640000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.095000000000000000e+03 2.468250000000000000e+05 2.164200000000000000e+05 2.341730000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.096000000000000000e+03 2.468360000000000000e+05 2.164520000000000000e+05 2.341940000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.097000000000000000e+03 2.468480000000000000e+05 2.164860000000000000e+05 2.342100000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.098000000000000000e+03 2.468550000000000000e+05 2.165260000000000000e+05 2.342240000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.099000000000000000e+03 2.468740000000000000e+05 2.165610000000000000e+05 2.342360000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.100000000000000000e+03 2.468860000000000000e+05 2.165900000000000000e+05 2.342540000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.101000000000000000e+03 2.468970000000000000e+05 2.166240000000000000e+05 2.342770000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.102000000000000000e+03 2.469140000000000000e+05 2.166570000000000000e+05 2.342810000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.103000000000000000e+03 2.469270000000000000e+05 2.166880000000000000e+05 2.343130000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.104000000000000000e+03 2.469400000000000000e+05 2.167120000000000000e+05 2.343420000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.105000000000000000e+03 2.469560000000000000e+05 2.167460000000000000e+05 2.343570000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.106000000000000000e+03 2.469670000000000000e+05 2.167720000000000000e+05 2.343620000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.107000000000000000e+03 2.469840000000000000e+05 2.168010000000000000e+05 2.343900000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.108000000000000000e+03 2.469920000000000000e+05 2.168310000000000000e+05 2.344170000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.109000000000000000e+03 2.470000000000000000e+05 2.168540000000000000e+05 2.344210000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.110000000000000000e+03 2.470130000000000000e+05 2.168780000000000000e+05 2.344310000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.111000000000000000e+03 2.470310000000000000e+05 2.169000000000000000e+05 2.344650000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.112000000000000000e+03 2.470400000000000000e+05 2.169320000000000000e+05 2.344790000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.113000000000000000e+03 2.470490000000000000e+05 2.169550000000000000e+05 2.344850000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.114000000000000000e+03 2.470650000000000000e+05 2.169930000000000000e+05 2.344890000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.115000000000000000e+03 2.470760000000000000e+05 2.170230000000000000e+05 2.345020000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.116000000000000000e+03 2.470900000000000000e+05 2.170510000000000000e+05 2.345100000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.117000000000000000e+03 2.471060000000000000e+05 2.170960000000000000e+05 2.345120000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.118000000000000000e+03 2.471160000000000000e+05 2.171150000000000000e+05 2.345280000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.119000000000000000e+03 2.471270000000000000e+05 2.171460000000000000e+05 2.345380000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.120000000000000000e+03 2.471360000000000000e+05 2.171830000000000000e+05 2.345460000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.121000000000000000e+03 2.471500000000000000e+05 2.172150000000000000e+05 2.345500000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.122000000000000000e+03 2.471670000000000000e+05 2.172630000000000000e+05 2.345740000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.123000000000000000e+03 2.471820000000000000e+05 2.173040000000000000e+05 2.345830000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.124000000000000000e+03 2.471970000000000000e+05 2.173450000000000000e+05 2.345910000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.125000000000000000e+03 2.472170000000000000e+05 2.173710000000000000e+05 2.346000000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.126000000000000000e+03 2.472300000000000000e+05 2.173980000000000000e+05 2.346090000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.127000000000000000e+03 2.472390000000000000e+05 2.174340000000000000e+05 2.346220000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.128000000000000000e+03 2.472520000000000000e+05 2.174630000000000000e+05 2.346380000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.129000000000000000e+03 2.472640000000000000e+05 2.174960000000000000e+05 2.346450000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.130000000000000000e+03 2.472730000000000000e+05 2.175190000000000000e+05 2.346530000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.131000000000000000e+03 2.472930000000000000e+05 2.175520000000000000e+05 2.346770000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.132000000000000000e+03 2.473020000000000000e+05 2.175880000000000000e+05 2.346830000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.133000000000000000e+03 2.473130000000000000e+05 2.176270000000000000e+05 2.347010000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.134000000000000000e+03 2.473230000000000000e+05 2.176520000000000000e+05 2.347310000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.135000000000000000e+03 2.473290000000000000e+05 2.176890000000000000e+05 2.347350000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.136000000000000000e+03 2.473380000000000000e+05 2.177290000000000000e+05 2.347390000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.137000000000000000e+03 2.473590000000000000e+05 2.177600000000000000e+05 2.347610000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.138000000000000000e+03 2.473690000000000000e+05 2.177910000000000000e+05 2.347760000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.139000000000000000e+03 2.473820000000000000e+05 2.178140000000000000e+05 2.347920000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.140000000000000000e+03 2.473900000000000000e+05 2.178420000000000000e+05 2.348180000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.141000000000000000e+03 2.473980000000000000e+05 2.178670000000000000e+05 2.348340000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.142000000000000000e+03 2.474090000000000000e+05 2.179030000000000000e+05 2.348480000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.143000000000000000e+03 2.474240000000000000e+05 2.179160000000000000e+05 2.348520000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.144000000000000000e+03 2.474310000000000000e+05 2.179400000000000000e+05 2.348620000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.145000000000000000e+03 2.474370000000000000e+05 2.179810000000000000e+05 2.348710000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.146000000000000000e+03 2.474430000000000000e+05 2.180100000000000000e+05 2.348890000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.147000000000000000e+03 2.474550000000000000e+05 2.180390000000000000e+05 2.349030000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.148000000000000000e+03 2.474640000000000000e+05 2.180620000000000000e+05 2.349130000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.149000000000000000e+03 2.474740000000000000e+05 2.180930000000000000e+05 2.349210000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.150000000000000000e+03 2.474860000000000000e+05 2.181150000000000000e+05 2.349300000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.151000000000000000e+03 2.474940000000000000e+05 2.181360000000000000e+05 2.349500000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.152000000000000000e+03 2.474980000000000000e+05 2.181610000000000000e+05 2.349840000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.153000000000000000e+03 2.475070000000000000e+05 2.181870000000000000e+05 2.350130000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.154000000000000000e+03 2.475160000000000000e+05 2.182080000000000000e+05 2.350230000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.155000000000000000e+03 2.475290000000000000e+05 2.182370000000000000e+05 2.350290000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.156000000000000000e+03 2.475390000000000000e+05 2.182690000000000000e+05 2.350470000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.157000000000000000e+03 2.475500000000000000e+05 2.182950000000000000e+05 2.350650000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.158000000000000000e+03 2.475630000000000000e+05 2.183270000000000000e+05 2.350710000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.159000000000000000e+03 2.475710000000000000e+05 2.183630000000000000e+05 2.350860000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.160000000000000000e+03 2.475800000000000000e+05 2.184040000000000000e+05 2.350920000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.161000000000000000e+03 2.475890000000000000e+05 2.184340000000000000e+05 2.351020000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.162000000000000000e+03 2.475990000000000000e+05 2.184630000000000000e+05 2.351100000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.163000000000000000e+03 2.476060000000000000e+05 2.184930000000000000e+05 2.351260000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.164000000000000000e+03 2.476170000000000000e+05 2.185140000000000000e+05 2.351310000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.165000000000000000e+03 2.476250000000000000e+05 2.185380000000000000e+05 2.351350000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.166000000000000000e+03 2.476310000000000000e+05 2.185700000000000000e+05 2.351390000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.167000000000000000e+03 2.476400000000000000e+05 2.186020000000000000e+05 2.351460000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.168000000000000000e+03 2.476530000000000000e+05 2.186340000000000000e+05 2.351530000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.169000000000000000e+03 2.476610000000000000e+05 2.186590000000000000e+05 2.351560000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.170000000000000000e+03 2.476700000000000000e+05 2.186870000000000000e+05 2.351710000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.171000000000000000e+03 2.476820000000000000e+05 2.187250000000000000e+05 2.352010000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.172000000000000000e+03 2.476900000000000000e+05 2.187460000000000000e+05 2.352220000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.173000000000000000e+03 2.476940000000000000e+05 2.187770000000000000e+05 2.352290000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.174000000000000000e+03 2.477040000000000000e+05 2.188020000000000000e+05 2.352430000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.175000000000000000e+03 2.477190000000000000e+05 2.188280000000000000e+05 2.352500000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.176000000000000000e+03 2.477290000000000000e+05 2.188530000000000000e+05 2.352560000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.177000000000000000e+03 2.477400000000000000e+05 2.188890000000000000e+05 2.352760000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.178000000000000000e+03 2.477520000000000000e+05 2.189140000000000000e+05 2.352890000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.179000000000000000e+03 2.477600000000000000e+05 2.189530000000000000e+05 2.353020000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.180000000000000000e+03 2.477710000000000000e+05 2.189830000000000000e+05 2.353170000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.181000000000000000e+03 2.477810000000000000e+05 2.190130000000000000e+05 2.353350000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.182000000000000000e+03 2.477920000000000000e+05 2.190370000000000000e+05 2.353480000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.183000000000000000e+03 2.478030000000000000e+05 2.190730000000000000e+05 2.353620000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.184000000000000000e+03 2.478120000000000000e+05 2.191130000000000000e+05 2.353720000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.185000000000000000e+03 2.478200000000000000e+05 2.191450000000000000e+05 2.353860000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.186000000000000000e+03 2.478270000000000000e+05 2.191670000000000000e+05 2.353930000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.187000000000000000e+03 2.478350000000000000e+05 2.191910000000000000e+05 2.354030000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.188000000000000000e+03 2.478440000000000000e+05 2.192170000000000000e+05 2.354110000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.189000000000000000e+03 2.478520000000000000e+05 2.192440000000000000e+05 2.354170000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.190000000000000000e+03 2.478530000000000000e+05 2.192770000000000000e+05 2.354320000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.191000000000000000e+03 2.478610000000000000e+05 2.193130000000000000e+05 2.354400000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.192000000000000000e+03 2.478720000000000000e+05 2.193430000000000000e+05 2.354490000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.193000000000000000e+03 2.478780000000000000e+05 2.193730000000000000e+05 2.354550000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.194000000000000000e+03 2.478830000000000000e+05 2.193980000000000000e+05 2.354830000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.195000000000000000e+03 2.478900000000000000e+05 2.194230000000000000e+05 2.354910000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.196000000000000000e+03 2.479010000000000000e+05 2.194580000000000000e+05 2.354950000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.197000000000000000e+03 2.479080000000000000e+05 2.194810000000000000e+05 2.355060000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.198000000000000000e+03 2.479150000000000000e+05 2.194980000000000000e+05 2.355110000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.199000000000000000e+03 2.479260000000000000e+05 2.195280000000000000e+05 2.355340000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.200000000000000000e+03 2.479360000000000000e+05 2.195530000000000000e+05 2.355620000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.201000000000000000e+03 2.479470000000000000e+05 2.195730000000000000e+05 2.355710000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.202000000000000000e+03 2.479560000000000000e+05 2.195980000000000000e+05 2.355910000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.203000000000000000e+03 2.479670000000000000e+05 2.196260000000000000e+05 2.356160000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.204000000000000000e+03 2.479750000000000000e+05 2.196540000000000000e+05 2.356230000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.205000000000000000e+03 2.479810000000000000e+05 2.196710000000000000e+05 2.356500000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.206000000000000000e+03 2.479920000000000000e+05 2.196930000000000000e+05 2.356620000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.207000000000000000e+03 2.480010000000000000e+05 2.197150000000000000e+05 2.356670000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.208000000000000000e+03 2.480130000000000000e+05 2.197320000000000000e+05 2.356740000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.209000000000000000e+03 2.480180000000000000e+05 2.197610000000000000e+05 2.356830000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.210000000000000000e+03 2.480200000000000000e+05 2.197950000000000000e+05 2.356890000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.211000000000000000e+03 2.480260000000000000e+05 2.198190000000000000e+05 2.357090000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.212000000000000000e+03 2.480340000000000000e+05 2.198430000000000000e+05 2.357170000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.213000000000000000e+03 2.480420000000000000e+05 2.198790000000000000e+05 2.357250000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.214000000000000000e+03 2.480490000000000000e+05 2.199050000000000000e+05 2.357350000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.215000000000000000e+03 2.480550000000000000e+05 2.199250000000000000e+05 2.357400000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.216000000000000000e+03 2.480590000000000000e+05 2.199510000000000000e+05 2.357510000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.217000000000000000e+03 2.480660000000000000e+05 2.199850000000000000e+05 2.357570000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.218000000000000000e+03 2.480710000000000000e+05 2.200090000000000000e+05 2.357610000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.219000000000000000e+03 2.480770000000000000e+05 2.200380000000000000e+05 2.357670000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.220000000000000000e+03 2.480850000000000000e+05 2.200620000000000000e+05 2.357830000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.221000000000000000e+03 2.480910000000000000e+05 2.200900000000000000e+05 2.357980000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.222000000000000000e+03 2.480980000000000000e+05 2.201170000000000000e+05 2.358020000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.223000000000000000e+03 2.481060000000000000e+05 2.201460000000000000e+05 2.358270000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.224000000000000000e+03 2.481160000000000000e+05 2.201690000000000000e+05 2.358330000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.225000000000000000e+03 2.481250000000000000e+05 2.201830000000000000e+05 2.358450000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.226000000000000000e+03 2.481300000000000000e+05 2.202100000000000000e+05 2.358590000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.227000000000000000e+03 2.481360000000000000e+05 2.202280000000000000e+05 2.358680000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.228000000000000000e+03 2.481490000000000000e+05 2.202610000000000000e+05 2.358710000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.229000000000000000e+03 2.481570000000000000e+05 2.202850000000000000e+05 2.358860000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.230000000000000000e+03 2.481650000000000000e+05 2.203080000000000000e+05 2.359080000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.231000000000000000e+03 2.481750000000000000e+05 2.203370000000000000e+05 2.359140000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.232000000000000000e+03 2.481830000000000000e+05 2.203620000000000000e+05 2.359200000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.233000000000000000e+03 2.481940000000000000e+05 2.203890000000000000e+05 2.359290000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.234000000000000000e+03 2.482040000000000000e+05 2.204190000000000000e+05 2.359460000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.235000000000000000e+03 2.482070000000000000e+05 2.204380000000000000e+05 2.359670000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.236000000000000000e+03 2.482130000000000000e+05 2.204610000000000000e+05 2.359760000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.237000000000000000e+03 2.482210000000000000e+05 2.204820000000000000e+05 2.360010000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.238000000000000000e+03 2.482270000000000000e+05 2.205020000000000000e+05 2.360260000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.239000000000000000e+03 2.482340000000000000e+05 2.205330000000000000e+05 2.360380000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.240000000000000000e+03 2.482430000000000000e+05 2.205640000000000000e+05 2.360420000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.241000000000000000e+03 2.482470000000000000e+05 2.205880000000000000e+05 2.360500000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.242000000000000000e+03 2.482510000000000000e+05 2.206110000000000000e+05 2.360620000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.243000000000000000e+03 2.482520000000000000e+05 2.206360000000000000e+05 2.360640000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.244000000000000000e+03 2.482620000000000000e+05 2.206600000000000000e+05 2.360670000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.245000000000000000e+03 2.482720000000000000e+05 2.206810000000000000e+05 2.360760000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.246000000000000000e+03 2.482820000000000000e+05 2.207080000000000000e+05 2.360870000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.247000000000000000e+03 2.482880000000000000e+05 2.207380000000000000e+05 2.360990000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.248000000000000000e+03 2.482940000000000000e+05 2.207630000000000000e+05 2.361480000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.249000000000000000e+03 2.483010000000000000e+05 2.207830000000000000e+05 2.361520000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.250000000000000000e+03 2.483070000000000000e+05 2.208040000000000000e+05 2.361630000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.251000000000000000e+03 2.483190000000000000e+05 2.208260000000000000e+05 2.361850000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.252000000000000000e+03 2.483210000000000000e+05 2.208550000000000000e+05 2.361970000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.253000000000000000e+03 2.483290000000000000e+05 2.208840000000000000e+05 2.362120000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.254000000000000000e+03 2.483370000000000000e+05 2.209150000000000000e+05 2.362240000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.255000000000000000e+03 2.483440000000000000e+05 2.209320000000000000e+05 2.362290000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.256000000000000000e+03 2.483490000000000000e+05 2.209490000000000000e+05 2.362460000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.257000000000000000e+03 2.483630000000000000e+05 2.209720000000000000e+05 2.362530000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.258000000000000000e+03 2.483730000000000000e+05 2.209980000000000000e+05 2.362590000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.259000000000000000e+03 2.483810000000000000e+05 2.210250000000000000e+05 2.362630000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.260000000000000000e+03 2.483890000000000000e+05 2.210500000000000000e+05 2.362810000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.261000000000000000e+03 2.483920000000000000e+05 2.210720000000000000e+05 2.362880000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.262000000000000000e+03 2.483940000000000000e+05 2.210990000000000000e+05 2.362970000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.263000000000000000e+03 2.483990000000000000e+05 2.211220000000000000e+05 2.363040000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.264000000000000000e+03 2.484050000000000000e+05 2.211440000000000000e+05 2.363130000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.265000000000000000e+03 2.484140000000000000e+05 2.211650000000000000e+05 2.363160000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.266000000000000000e+03 2.484180000000000000e+05 2.211870000000000000e+05 2.363250000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
1.267000000000000000e+03 2.484240000000000000e+05 2.212180000000000000e+05 2.363320000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
