# t er pr apr br abr
3.960000000000000000e+02 1.579760000000000000e+05 1.523960000000000000e+05 1.876000000000000000e+04 8.000000000000000000e+00 3.970000000000000000e+02
3.970000000000000000e+02 1.585370000000000000e+05 1.526730000000000000e+05 1.900000000000000000e+04 8.000000000000000000e+00 3.980000000000000000e+02
3.980000000000000000e+02 1.591000000000000000e+05 1.529590000000000000e+05 1.940500000000000000e+04 8.000000000000000000e+00 3.990000000000000000e+02
3.990000000000000000e+02 1.595750000000000000e+05 1.532210000000000000e+05 1.969500000000000000e+04 8.000000000000000000e+00 4.000000000000000000e+02
4.000000000000000000e+02 1.601970000000000000e+05 1.534670000000000000e+05 2.011300000000000000e+04 8.000000000000000000e+00 4.010000000000000000e+02
4.010000000000000000e+02 1.608080000000000000e+05 1.537240000000000000e+05 2.045000000000000000e+04 8.000000000000000000e+00 4.020000000000000000e+02
4.020000000000000000e+02 1.612440000000000000e+05 1.539590000000000000e+05 2.094100000000000000e+04 8.000000000000000000e+00 4.030000000000000000e+02
4.030000000000000000e+02 1.617780000000000000e+05 1.542440000000000000e+05 2.129700000000000000e+04 8.000000000000000000e+00 4.040000000000000000e+02
4.040000000000000000e+02 1.622900000000000000e+05 1.544680000000000000e+05 2.170900000000000000e+04 8.000000000000000000e+00 4.050000000000000000e+02
4.050000000000000000e+02 1.627890000000000000e+05 1.547120000000000000e+05 2.221500000000000000e+04 8.000000000000000000e+00 4.060000000000000000e+02
4.060000000000000000e+02 1.632800000000000000e+05 1.549480000000000000e+05 2.272900000000000000e+04 8.000000000000000000e+00 4.070000000000000000e+02
4.070000000000000000e+02 1.638030000000000000e+05 1.551690000000000000e+05 2.325900000000000000e+04 8.000000000000000000e+00 4.080000000000000000e+02
4.080000000000000000e+02 1.642950000000000000e+05 1.553930000000000000e+05 2.379000000000000000e+04 8.000000000000000000e+00 4.090000000000000000e+02
4.090000000000000000e+02 1.647680000000000000e+05 1.556390000000000000e+05 2.452400000000000000e+04 8.000000000000000000e+00 4.100000000000000000e+02
4.100000000000000000e+02 1.652360000000000000e+05 1.558670000000000000e+05 2.509200000000000000e+04 8.000000000000000000e+00 4.110000000000000000e+02
4.110000000000000000e+02 1.657240000000000000e+05 1.561720000000000000e+05 2.568000000000000000e+04 8.000000000000000000e+00 4.120000000000000000e+02
4.120000000000000000e+02 1.662150000000000000e+05 1.564440000000000000e+05 2.627200000000000000e+04 8.000000000000000000e+00 4.130000000000000000e+02
4.130000000000000000e+02 1.666320000000000000e+05 1.566760000000000000e+05 2.681600000000000000e+04 8.000000000000000000e+00 4.140000000000000000e+02
4.140000000000000000e+02 1.671150000000000000e+05 1.568890000000000000e+05 2.760800000000000000e+04 8.000000000000000000e+00 4.150000000000000000e+02
4.150000000000000000e+02 1.676540000000000000e+05 1.570900000000000000e+05 2.819600000000000000e+04 8.000000000000000000e+00 4.160000000000000000e+02
4.160000000000000000e+02 1.682260000000000000e+05 1.573240000000000000e+05 2.899200000000000000e+04 8.000000000000000000e+00 4.170000000000000000e+02
4.170000000000000000e+02 1.687380000000000000e+05 1.575410000000000000e+05 2.949200000000000000e+04 8.000000000000000000e+00 4.180000000000000000e+02
4.180000000000000000e+02 1.692140000000000000e+05 1.577830000000000000e+05 3.017400000000000000e+04 8.000000000000000000e+00 4.190000000000000000e+02
4.190000000000000000e+02 1.696490000000000000e+05 1.579910000000000000e+05 3.091000000000000000e+04 8.000000000000000000e+00 4.200000000000000000e+02
4.200000000000000000e+02 1.701370000000000000e+05 1.582020000000000000e+05 3.164600000000000000e+04 8.000000000000000000e+00 4.210000000000000000e+02
4.210000000000000000e+02 1.705720000000000000e+05 1.584290000000000000e+05 3.239500000000000000e+04 8.000000000000000000e+00 4.220000000000000000e+02
4.220000000000000000e+02 1.710410000000000000e+05 1.586450000000000000e+05 3.331000000000000000e+04 8.000000000000000000e+00 4.230000000000000000e+02
4.230000000000000000e+02 1.716000000000000000e+05 1.588790000000000000e+05 3.418500000000000000e+04 8.000000000000000000e+00 4.240000000000000000e+02
4.240000000000000000e+02 1.720470000000000000e+05 1.590850000000000000e+05 3.506600000000000000e+04 8.000000000000000000e+00 4.250000000000000000e+02
4.250000000000000000e+02 1.724770000000000000e+05 1.593040000000000000e+05 3.629200000000000000e+04 8.000000000000000000e+00 4.260000000000000000e+02
4.260000000000000000e+02 1.729340000000000000e+05 1.595170000000000000e+05 3.745000000000000000e+04 8.000000000000000000e+00 4.270000000000000000e+02
4.270000000000000000e+02 1.733790000000000000e+05 1.597360000000000000e+05 3.862400000000000000e+04 8.000000000000000000e+00 4.280000000000000000e+02
4.280000000000000000e+02 1.737760000000000000e+05 1.599530000000000000e+05 3.976200000000000000e+04 8.000000000000000000e+00 4.290000000000000000e+02
4.290000000000000000e+02 1.742250000000000000e+05 1.602010000000000000e+05 4.085400000000000000e+04 8.000000000000000000e+00 4.300000000000000000e+02
4.300000000000000000e+02 1.747300000000000000e+05 1.604210000000000000e+05 4.184300000000000000e+04 8.000000000000000000e+00 4.310000000000000000e+02
4.310000000000000000e+02 1.751440000000000000e+05 1.606310000000000000e+05 4.315500000000000000e+04 8.000000000000000000e+00 4.320000000000000000e+02
4.320000000000000000e+02 1.756130000000000000e+05 1.608240000000000000e+05 4.497400000000000000e+04 8.000000000000000000e+00 4.330000000000000000e+02
4.330000000000000000e+02 1.760210000000000000e+05 1.610410000000000000e+05 4.619500000000000000e+04 8.000000000000000000e+00 4.340000000000000000e+02
4.340000000000000000e+02 1.763940000000000000e+05 1.612150000000000000e+05 4.802900000000000000e+04 8.000000000000000000e+00 4.350000000000000000e+02
4.350000000000000000e+02 1.768360000000000000e+05 1.614630000000000000e+05 4.928400000000000000e+04 8.000000000000000000e+00 4.360000000000000000e+02
4.360000000000000000e+02 1.772510000000000000e+05 1.616800000000000000e+05 5.085500000000000000e+04 8.000000000000000000e+00 4.370000000000000000e+02
4.370000000000000000e+02 1.776480000000000000e+05 1.618760000000000000e+05 5.273600000000000000e+04 8.000000000000000000e+00 4.380000000000000000e+02
4.380000000000000000e+02 1.780580000000000000e+05 1.620670000000000000e+05 5.434700000000000000e+04 1.200000000000000000e+01 4.390000000000000000e+02
4.390000000000000000e+02 1.785150000000000000e+05 1.622830000000000000e+05 5.610300000000000000e+04 1.600000000000000000e+01 4.400000000000000000e+02
4.400000000000000000e+02 1.789920000000000000e+05 1.625020000000000000e+05 5.802300000000000000e+04 1.600000000000000000e+01 4.410000000000000000e+02
4.410000000000000000e+02 1.794220000000000000e+05 1.627060000000000000e+05 6.026100000000000000e+04 1.600000000000000000e+01 4.420000000000000000e+02
4.420000000000000000e+02 1.798390000000000000e+05 1.629230000000000000e+05 6.256100000000000000e+04 1.600000000000000000e+01 4.430000000000000000e+02
4.430000000000000000e+02 1.802330000000000000e+05 1.631200000000000000e+05 6.470500000000000000e+04 1.600000000000000000e+01 4.440000000000000000e+02
4.440000000000000000e+02 1.806830000000000000e+05 1.633290000000000000e+05 6.689900000000000000e+04 1.600000000000000000e+01 4.450000000000000000e+02
4.450000000000000000e+02 1.810530000000000000e+05 1.634960000000000000e+05 6.978000000000000000e+04 1.600000000000000000e+01 4.460000000000000000e+02
4.460000000000000000e+02 1.814490000000000000e+05 1.637130000000000000e+05 7.250900000000000000e+04 1.600000000000000000e+01 4.470000000000000000e+02
4.470000000000000000e+02 1.818470000000000000e+05 1.639400000000000000e+05 7.571400000000000000e+04 1.600000000000000000e+01 4.480000000000000000e+02
4.480000000000000000e+02 1.822190000000000000e+05 1.641370000000000000e+05 7.861600000000000000e+04 1.600000000000000000e+01 4.490000000000000000e+02
4.490000000000000000e+02 1.825780000000000000e+05 1.643770000000000000e+05 8.124400000000000000e+04 1.600000000000000000e+01 4.500000000000000000e+02
4.500000000000000000e+02 1.829940000000000000e+05 1.645780000000000000e+05 8.468800000000000000e+04 1.600000000000000000e+01 4.510000000000000000e+02
4.510000000000000000e+02 1.833880000000000000e+05 1.647550000000000000e+05 8.752100000000000000e+04 1.600000000000000000e+01 4.520000000000000000e+02
4.520000000000000000e+02 1.837690000000000000e+05 1.649630000000000000e+05 9.055600000000000000e+04 1.600000000000000000e+01 4.530000000000000000e+02
4.530000000000000000e+02 1.841740000000000000e+05 1.651740000000000000e+05 9.340200000000000000e+04 1.600000000000000000e+01 4.540000000000000000e+02
4.540000000000000000e+02 1.845460000000000000e+05 1.653600000000000000e+05 9.593900000000000000e+04 1.600000000000000000e+01 4.550000000000000000e+02
4.550000000000000000e+02 1.849290000000000000e+05 1.655370000000000000e+05 9.879500000000000000e+04 1.600000000000000000e+01 4.560000000000000000e+02
4.560000000000000000e+02 1.852290000000000000e+05 1.657220000000000000e+05 1.020690000000000000e+05 1.600000000000000000e+01 4.570000000000000000e+02
4.570000000000000000e+02 1.855980000000000000e+05 1.659320000000000000e+05 1.057830000000000000e+05 1.600000000000000000e+01 4.580000000000000000e+02
4.580000000000000000e+02 1.859770000000000000e+05 1.661380000000000000e+05 1.089640000000000000e+05 1.600000000000000000e+01 4.590000000000000000e+02
4.590000000000000000e+02 1.863300000000000000e+05 1.663300000000000000e+05 1.124940000000000000e+05 1.600000000000000000e+01 4.600000000000000000e+02
4.600000000000000000e+02 1.866850000000000000e+05 1.665240000000000000e+05 1.153260000000000000e+05 1.600000000000000000e+01 4.610000000000000000e+02
4.610000000000000000e+02 1.870800000000000000e+05 1.667210000000000000e+05 1.188920000000000000e+05 1.600000000000000000e+01 4.620000000000000000e+02
4.620000000000000000e+02 1.874460000000000000e+05 1.668940000000000000e+05 1.228730000000000000e+05 1.600000000000000000e+01 4.630000000000000000e+02
4.630000000000000000e+02 1.878560000000000000e+05 1.670840000000000000e+05 1.259750000000000000e+05 1.600000000000000000e+01 4.640000000000000000e+02
4.640000000000000000e+02 1.881760000000000000e+05 1.672630000000000000e+05 1.298040000000000000e+05 1.600000000000000000e+01 4.650000000000000000e+02
4.650000000000000000e+02 1.885050000000000000e+05 1.674400000000000000e+05 1.323560000000000000e+05 1.600000000000000000e+01 4.660000000000000000e+02
4.660000000000000000e+02 1.888400000000000000e+05 1.676240000000000000e+05 1.354590000000000000e+05 1.600000000000000000e+01 4.670000000000000000e+02
4.670000000000000000e+02 1.891630000000000000e+05 1.677990000000000000e+05 1.394230000000000000e+05 1.600000000000000000e+01 4.680000000000000000e+02
4.680000000000000000e+02 1.894830000000000000e+05 1.679510000000000000e+05 1.444370000000000000e+05 1.600000000000000000e+01 4.690000000000000000e+02
4.690000000000000000e+02 1.897940000000000000e+05 1.681230000000000000e+05 1.479600000000000000e+05 2.000000000000000000e+01 4.700000000000000000e+02
4.700000000000000000e+02 1.901090000000000000e+05 1.683140000000000000e+05 1.520130000000000000e+05 3.200000000000000000e+01 4.710000000000000000e+02
4.710000000000000000e+02 1.904290000000000000e+05 1.684920000000000000e+05 1.547430000000000000e+05 3.200000000000000000e+01 4.720000000000000000e+02
4.720000000000000000e+02 1.907300000000000000e+05 1.686940000000000000e+05 1.582570000000000000e+05 3.200000000000000000e+01 4.730000000000000000e+02
4.730000000000000000e+02 1.910870000000000000e+05 1.688690000000000000e+05 1.611300000000000000e+05 3.200000000000000000e+01 4.740000000000000000e+02
4.740000000000000000e+02 1.914230000000000000e+05 1.690400000000000000e+05 1.635680000000000000e+05 3.200000000000000000e+01 4.750000000000000000e+02
4.750000000000000000e+02 1.917370000000000000e+05 1.692100000000000000e+05 1.660200000000000000e+05 3.200000000000000000e+01 4.760000000000000000e+02
4.760000000000000000e+02 1.921330000000000000e+05 1.693780000000000000e+05 1.674070000000000000e+05 3.200000000000000000e+01 4.770000000000000000e+02
4.770000000000000000e+02 1.924750000000000000e+05 1.695470000000000000e+05 1.694330000000000000e+05 3.200000000000000000e+01 4.780000000000000000e+02
4.780000000000000000e+02 1.927580000000000000e+05 1.697280000000000000e+05 1.727270000000000000e+05 3.200000000000000000e+01 4.790000000000000000e+02
4.790000000000000000e+02 1.930660000000000000e+05 1.699180000000000000e+05 1.749430000000000000e+05 3.200000000000000000e+01 4.800000000000000000e+02
4.800000000000000000e+02 1.934110000000000000e+05 1.700880000000000000e+05 1.770390000000000000e+05 3.200000000000000000e+01 4.810000000000000000e+02
4.810000000000000000e+02 1.936860000000000000e+05 1.702620000000000000e+05 1.789560000000000000e+05 3.200000000000000000e+01 4.820000000000000000e+02
4.820000000000000000e+02 1.939910000000000000e+05 1.704280000000000000e+05 1.810530000000000000e+05 3.200000000000000000e+01 4.830000000000000000e+02
4.830000000000000000e+02 1.942960000000000000e+05 1.705830000000000000e+05 1.827120000000000000e+05 3.200000000000000000e+01 4.840000000000000000e+02
4.840000000000000000e+02 1.946290000000000000e+05 1.707340000000000000e+05 1.844540000000000000e+05 3.200000000000000000e+01 4.850000000000000000e+02
4.850000000000000000e+02 1.949010000000000000e+05 1.708890000000000000e+05 1.857270000000000000e+05 5.200000000000000000e+01 4.860000000000000000e+02
4.860000000000000000e+02 1.951890000000000000e+05 1.710800000000000000e+05 1.877370000000000000e+05 6.400000000000000000e+01 4.870000000000000000e+02
4.870000000000000000e+02 1.954920000000000000e+05 1.712340000000000000e+05 1.891950000000000000e+05 6.400000000000000000e+01 4.880000000000000000e+02
4.880000000000000000e+02 1.957870000000000000e+05 1.713860000000000000e+05 1.906480000000000000e+05 6.400000000000000000e+01 4.890000000000000000e+02
4.890000000000000000e+02 1.960780000000000000e+05 1.715540000000000000e+05 1.919690000000000000e+05 6.400000000000000000e+01 4.900000000000000000e+02
4.900000000000000000e+02 1.964160000000000000e+05 1.717010000000000000e+05 1.932160000000000000e+05 6.400000000000000000e+01 4.910000000000000000e+02
4.910000000000000000e+02 1.966570000000000000e+05 1.718730000000000000e+05 1.943800000000000000e+05 6.400000000000000000e+01 4.920000000000000000e+02
4.920000000000000000e+02 1.969250000000000000e+05 1.720410000000000000e+05 1.960960000000000000e+05 6.400000000000000000e+01 4.930000000000000000e+02
4.930000000000000000e+02 1.972250000000000000e+05 1.722030000000000000e+05 1.968020000000000000e+05 1.160000000000000000e+02 4.940000000000000000e+02
4.940000000000000000e+02 1.975170000000000000e+05 1.723590000000000000e+05 1.976670000000000000e+05 1.280000000000000000e+02 4.950000000000000000e+02
4.950000000000000000e+02 1.978130000000000000e+05 1.725160000000000000e+05 1.979230000000000000e+05 1.280000000000000000e+02 4.960000000000000000e+02
4.960000000000000000e+02 1.981300000000000000e+05 1.726580000000000000e+05 1.988490000000000000e+05 1.280000000000000000e+02 4.970000000000000000e+02
4.970000000000000000e+02 1.984490000000000000e+05 1.727980000000000000e+05 1.996720000000000000e+05 2.440000000000000000e+02 4.980000000000000000e+02
4.980000000000000000e+02 1.986880000000000000e+05 1.729520000000000000e+05 2.004500000000000000e+05 2.560000000000000000e+02 4.990000000000000000e+02
4.990000000000000000e+02 1.989690000000000000e+05 1.731210000000000000e+05 2.008780000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.000000000000000000e+02 1.992310000000000000e+05 1.733020000000000000e+05 2.013160000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.010000000000000000e+02 1.994820000000000000e+05 1.734660000000000000e+05 2.016230000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.020000000000000000e+02 1.997870000000000000e+05 1.736300000000000000e+05 2.026170000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.030000000000000000e+02 2.000400000000000000e+05 1.738000000000000000e+05 2.033040000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.040000000000000000e+02 2.003130000000000000e+05 1.739600000000000000e+05 2.035040000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.050000000000000000e+02 2.005930000000000000e+05 1.741040000000000000e+05 2.038230000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.060000000000000000e+02 2.008630000000000000e+05 1.742380000000000000e+05 2.042730000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.070000000000000000e+02 2.011170000000000000e+05 1.743900000000000000e+05 2.049140000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.080000000000000000e+02 2.013770000000000000e+05 1.745520000000000000e+05 2.050470000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.090000000000000000e+02 2.016540000000000000e+05 1.746850000000000000e+05 2.053310000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.100000000000000000e+02 2.019200000000000000e+05 1.748600000000000000e+05 2.056360000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.110000000000000000e+02 2.022270000000000000e+05 1.750080000000000000e+05 2.060340000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.120000000000000000e+02 2.024990000000000000e+05 1.751620000000000000e+05 2.062360000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.130000000000000000e+02 2.027540000000000000e+05 1.753330000000000000e+05 2.065130000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.140000000000000000e+02 2.029990000000000000e+05 1.754750000000000000e+05 2.066940000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.150000000000000000e+02 2.032280000000000000e+05 1.756370000000000000e+05 2.069450000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.160000000000000000e+02 2.034770000000000000e+05 1.758020000000000000e+05 2.071420000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.170000000000000000e+02 2.037410000000000000e+05 1.759630000000000000e+05 2.073760000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.180000000000000000e+02 2.039950000000000000e+05 1.761250000000000000e+05 2.075670000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.190000000000000000e+02 2.042660000000000000e+05 1.762620000000000000e+05 2.079280000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.200000000000000000e+02 2.045440000000000000e+05 1.764410000000000000e+05 2.083050000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.210000000000000000e+02 2.048070000000000000e+05 1.765720000000000000e+05 2.084360000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.220000000000000000e+02 2.050100000000000000e+05 1.767340000000000000e+05 2.089080000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.230000000000000000e+02 2.052560000000000000e+05 1.768770000000000000e+05 2.090900000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.240000000000000000e+02 2.055200000000000000e+05 1.770280000000000000e+05 2.092190000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.250000000000000000e+02 2.057400000000000000e+05 1.771710000000000000e+05 2.093980000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.260000000000000000e+02 2.059970000000000000e+05 1.773380000000000000e+05 2.096080000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.270000000000000000e+02 2.062320000000000000e+05 1.774880000000000000e+05 2.097080000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.280000000000000000e+02 2.064590000000000000e+05 1.776260000000000000e+05 2.098540000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.290000000000000000e+02 2.066900000000000000e+05 1.777770000000000000e+05 2.100110000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.300000000000000000e+02 2.069050000000000000e+05 1.779070000000000000e+05 2.101090000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.310000000000000000e+02 2.071530000000000000e+05 1.780560000000000000e+05 2.102450000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.320000000000000000e+02 2.073890000000000000e+05 1.781970000000000000e+05 2.103960000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.330000000000000000e+02 2.075990000000000000e+05 1.783260000000000000e+05 2.105210000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.340000000000000000e+02 2.078040000000000000e+05 1.784550000000000000e+05 2.106390000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.350000000000000000e+02 2.079890000000000000e+05 1.785960000000000000e+05 2.107470000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.360000000000000000e+02 2.082130000000000000e+05 1.787340000000000000e+05 2.109210000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.370000000000000000e+02 2.084340000000000000e+05 1.788660000000000000e+05 2.110610000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.380000000000000000e+02 2.086310000000000000e+05 1.790030000000000000e+05 2.113180000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.390000000000000000e+02 2.088490000000000000e+05 1.791520000000000000e+05 2.114020000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.400000000000000000e+02 2.090510000000000000e+05 1.793040000000000000e+05 2.115620000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.410000000000000000e+02 2.092990000000000000e+05 1.794430000000000000e+05 2.116570000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.420000000000000000e+02 2.095600000000000000e+05 1.795840000000000000e+05 2.117940000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.430000000000000000e+02 2.097570000000000000e+05 1.796910000000000000e+05 2.118320000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.440000000000000000e+02 2.099650000000000000e+05 1.798180000000000000e+05 2.119830000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.450000000000000000e+02 2.101920000000000000e+05 1.799690000000000000e+05 2.120360000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.460000000000000000e+02 2.104010000000000000e+05 1.801010000000000000e+05 2.121480000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.470000000000000000e+02 2.106250000000000000e+05 1.802490000000000000e+05 2.122310000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.480000000000000000e+02 2.108190000000000000e+05 1.803920000000000000e+05 2.123140000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.490000000000000000e+02 2.110590000000000000e+05 1.805250000000000000e+05 2.124140000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.500000000000000000e+02 2.112400000000000000e+05 1.806570000000000000e+05 2.124770000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.510000000000000000e+02 2.114460000000000000e+05 1.807860000000000000e+05 2.126610000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.520000000000000000e+02 2.116540000000000000e+05 1.809190000000000000e+05 2.128010000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.530000000000000000e+02 2.118440000000000000e+05 1.810810000000000000e+05 2.129290000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.540000000000000000e+02 2.120320000000000000e+05 1.812270000000000000e+05 2.131370000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.550000000000000000e+02 2.122040000000000000e+05 1.813270000000000000e+05 2.132230000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.560000000000000000e+02 2.124110000000000000e+05 1.814550000000000000e+05 2.132700000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.570000000000000000e+02 2.126050000000000000e+05 1.815820000000000000e+05 2.133520000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.580000000000000000e+02 2.127900000000000000e+05 1.817030000000000000e+05 2.135430000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.590000000000000000e+02 2.130060000000000000e+05 1.818200000000000000e+05 2.136920000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.600000000000000000e+02 2.131920000000000000e+05 1.819250000000000000e+05 2.138010000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.610000000000000000e+02 2.134340000000000000e+05 1.820440000000000000e+05 2.139170000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.620000000000000000e+02 2.136160000000000000e+05 1.821690000000000000e+05 2.140340000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.630000000000000000e+02 2.137840000000000000e+05 1.823090000000000000e+05 2.140940000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.640000000000000000e+02 2.139710000000000000e+05 1.824210000000000000e+05 2.142030000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.650000000000000000e+02 2.141490000000000000e+05 1.825790000000000000e+05 2.143290000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.660000000000000000e+02 2.143330000000000000e+05 1.827250000000000000e+05 2.144830000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.670000000000000000e+02 2.145090000000000000e+05 1.828550000000000000e+05 2.145150000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.680000000000000000e+02 2.147040000000000000e+05 1.829970000000000000e+05 2.146330000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.690000000000000000e+02 2.148980000000000000e+05 1.831030000000000000e+05 2.147490000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.700000000000000000e+02 2.150570000000000000e+05 1.832110000000000000e+05 2.148050000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.710000000000000000e+02 2.152020000000000000e+05 1.833570000000000000e+05 2.149830000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.720000000000000000e+02 2.153670000000000000e+05 1.834700000000000000e+05 2.150480000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.730000000000000000e+02 2.155190000000000000e+05 1.836130000000000000e+05 2.151300000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.740000000000000000e+02 2.157360000000000000e+05 1.837430000000000000e+05 2.152670000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.750000000000000000e+02 2.159150000000000000e+05 1.838540000000000000e+05 2.153720000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.760000000000000000e+02 2.160850000000000000e+05 1.839800000000000000e+05 2.155220000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.770000000000000000e+02 2.162590000000000000e+05 1.840880000000000000e+05 2.155740000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.780000000000000000e+02 2.164190000000000000e+05 1.842120000000000000e+05 2.156810000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.790000000000000000e+02 2.165650000000000000e+05 1.843220000000000000e+05 2.158130000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.800000000000000000e+02 2.167330000000000000e+05 1.844390000000000000e+05 2.159350000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.810000000000000000e+02 2.169010000000000000e+05 1.845300000000000000e+05 2.160000000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.820000000000000000e+02 2.170350000000000000e+05 1.846630000000000000e+05 2.161060000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.830000000000000000e+02 2.172020000000000000e+05 1.847970000000000000e+05 2.162280000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.840000000000000000e+02 2.173760000000000000e+05 1.849020000000000000e+05 2.162990000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.850000000000000000e+02 2.175410000000000000e+05 1.850340000000000000e+05 2.164210000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.860000000000000000e+02 2.176810000000000000e+05 1.851380000000000000e+05 2.164770000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.870000000000000000e+02 2.178300000000000000e+05 1.852560000000000000e+05 2.165300000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.880000000000000000e+02 2.180020000000000000e+05 1.853540000000000000e+05 2.166180000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
5.890000000000000000e+02 2.181570000000000000e+05 1.854580000000000000e+05 2.167420000000000000e+05 5.000000000000000000e+02 5.000000000000000000e+02
