0.000000000000000000e+00 2.000000000000000042e-03
1.515151515151515150e-04 4.000000000000000083e-03
3.030303030303030300e-04 6.000000000000000125e-03
4.545454545454545451e-04 1.000000000000000021e-02
6.060606060606060601e-04 1.200000000000000025e-02
7.575757575757575751e-04 1.200000000000000025e-02
9.090909090909090901e-04 2.000000000000000042e-02
1.060606060606060497e-03 1.600000000000000033e-02
1.212121212121212120e-03 3.200000000000000067e-02
1.363636363636363744e-03 2.000000000000000042e-02
1.515151515151515150e-03 8.999999999999999667e-02
1.666666666666666557e-03 7.000000000000000666e-02
1.818181818181818180e-03 7.199999999999999456e-02
1.969696969696969804e-03 1.340000000000000080e-01
2.121212121212120993e-03 2.240000000000000047e-01
2.272727272727272617e-03 1.079999999999999988e-01
2.424242424242424240e-03 3.940000000000000169e-01
2.575757575757575864e-03 2.800000000000000266e-01
2.727272727272727487e-03 5.380000000000000338e-01
2.878787878787878677e-03 4.759999999999999787e-01
3.030303030303030300e-03 6.340000000000000080e-01
3.181818181818181924e-03 5.999999999999999778e-01
3.333333333333333114e-03 6.199999999999999956e-01
3.484848484848484737e-03 6.300000000000000044e-01
3.636363636363636360e-03 7.459999999999999964e-01
3.787878787878787984e-03 7.059999999999999609e-01
3.939393939393939607e-03 7.680000000000000160e-01
4.090909090909091231e-03 8.319999999999999618e-01
4.242424242424241987e-03 8.719999999999999973e-01
4.393939393939393610e-03 8.579999999999999849e-01
4.545454545454545234e-03 8.339999999999999636e-01
4.696969696969696857e-03 8.780000000000000027e-01
4.848484848484848481e-03 8.579999999999999849e-01
5.000000000000000104e-03 8.860000000000000098e-01
5.151515151515151728e-03 8.940000000000000169e-01
5.303030303030303351e-03 9.320000000000000506e-01
5.454545454545454974e-03 9.180000000000000382e-01
5.606060606060605730e-03 9.300000000000000488e-01
5.757575757575757354e-03 9.160000000000000364e-01
5.909090909090908977e-03 9.399999999999999467e-01
6.060606060606060601e-03 9.340000000000000524e-01
6.212121212121212224e-03 9.439999999999999503e-01
6.363636363636363848e-03 9.519999999999999574e-01
6.515151515151515471e-03 9.659999999999999698e-01
6.666666666666666227e-03 9.479999999999999538e-01
6.818181818181817851e-03 9.579999999999999627e-01
6.969696969696969474e-03 9.779999999999999805e-01
7.121212121212121098e-03 9.759999999999999787e-01
7.272727272727272721e-03 9.719999999999999751e-01
7.424242424242424344e-03 9.799999999999999822e-01
7.575757575757575968e-03 9.699999999999999734e-01
7.727272727272727591e-03 9.739999999999999769e-01
7.878787878787879215e-03 9.799999999999999822e-01
8.030303030303029971e-03 9.899999999999999911e-01
8.181818181818182462e-03 9.839999999999999858e-01
8.333333333333333218e-03 9.759999999999999787e-01
8.484848484848483974e-03 9.899999999999999911e-01
8.636363636363636465e-03 9.859999999999999876e-01
8.787878787878787221e-03 9.919999999999999929e-01
8.939393939393939711e-03 9.939999999999999947e-01
9.090909090909090468e-03 9.839999999999999858e-01
9.242424242424242958e-03 9.939999999999999947e-01
9.393939393939393714e-03 9.979999999999999982e-01
9.545454545454546205e-03 9.859999999999999876e-01
9.696969696969696961e-03 9.959999999999999964e-01
9.848484848484847717e-03 9.899999999999999911e-01
1.000000000000000021e-02 9.919999999999999929e-01
1.015151515151515096e-02 9.919999999999999929e-01
1.030303030303030346e-02 9.899999999999999911e-01
1.045454545454545421e-02 9.939999999999999947e-01
1.060606060606060670e-02 9.879999999999999893e-01
1.075757575757575746e-02 9.919999999999999929e-01
1.090909090909090995e-02 9.959999999999999964e-01
1.106060606060606070e-02 1.000000000000000000e+00
1.121212121212121146e-02 1.000000000000000000e+00
1.136363636363636395e-02 9.919999999999999929e-01
1.151515151515151471e-02 9.959999999999999964e-01
1.166666666666666720e-02 9.979999999999999982e-01
1.181818181818181795e-02 9.979999999999999982e-01
1.196969696969697045e-02 1.000000000000000000e+00
1.212121212121212120e-02 1.000000000000000000e+00
1.227272727272727196e-02 1.000000000000000000e+00
1.242424242424242445e-02 9.959999999999999964e-01
1.257575757575757520e-02 9.959999999999999964e-01
1.272727272727272770e-02 9.979999999999999982e-01
1.287878787878787845e-02 1.000000000000000000e+00
1.303030303030303094e-02 9.959999999999999964e-01
1.318181818181818170e-02 1.000000000000000000e+00
1.333333333333333245e-02 9.959999999999999964e-01
1.348484848484848495e-02 9.959999999999999964e-01
1.363636363636363570e-02 9.979999999999999982e-01
1.378787878787878819e-02 9.979999999999999982e-01
1.393939393939393895e-02 9.979999999999999982e-01
1.409090909090909144e-02 9.979999999999999982e-01
1.424242424242424220e-02 9.979999999999999982e-01
1.439393939393939469e-02 1.000000000000000000e+00
1.454545454545454544e-02 1.000000000000000000e+00
1.469696969696969620e-02 9.979999999999999982e-01
1.484848484848484869e-02 1.000000000000000000e+00
1.499999999999999944e-02 1.000000000000000000e+00
